,Coefficient
ERG,0.0
NFKB1,0.0
NFE2,0.0
ZBTB4,0.0
PRRX1,0.0
THRA,0.0
HOXA1,0.0
ELF3,0.0
HMGA1,0.0
ZNF423,0.0
SOX17,0.0
NR2F2,0.0
NFAT5,0.0
JDP2,0.0
FOXF2,0.0
GSC,0.0
TCF21,-0.0006733744571757561
GATA6,-0.01415161205260052
PRDM4,0.0
CREB3,0.0
IRF2,0.0
GLIS2,0.0
IRX5,0.0008402163933699437
POU4F1,0.007545765217922006
PITX2,0.0
KLF11,0.0
HOXA10,0.0
KLF4,0.0
NR2E1,0.0
DLX2,0.0
ZSCAN26,0.0
NFATC4,0.0
FOXF1,0.0
ELK3,0.0
ISL1,0.0
IRX4,0.0
FOXC1,7.864692476879571e-05
HSF2,0.0
TBX4,0.0
HOXA9,0.0
HOXB2,0.0
PAX3,0.035987143557934746
PROX1,0.0
HEY1,0.0
HOXB3,0.0
HOXA7,0.0
HOXA6,0.18763000392784512
LHX5,0.0008994895905116385
NR1I2,-0.002913612347784951
ONECUT2,-0.0010202996543763527
HOXD9,0.0
SMAD3,0.0
BHLHE40,0.0
FOXO1,0.0
ETV1,0.0
PRDM1,0.0
TBX15,0.00016063323281238995
CUX2,4.085942336762773e-06
MGA,0.0
HOXA11,0.0
ZNF652,0.0
ZSCAN10,0.0
FOXK1,0.0
CUX1,0.0
GLIS1,0.00028545309725012675
NFIA,0.0
ZIC2,0.0
HES1,0.0
HOXC4,0.0
HOXD8,0.0
LBX2,-0.0008661777144554488
HOXB8,0.0
TCF4,0.0
FLI1,0.0
SHOX2,0.0010803883979900982
CREB1,0.0
MEIS1,0.0
DR1,0.0
LHX1,0.0
ZNF713,0.0
ZIC1,0.0
EHF,0.0
ZNF589,0.0
POLR3A,0.0
HOXA3,0.0
STAT3,0.0
HOXC11,-0.0003167583856806828
TBX5,0.0
OSR2,0.0
SOX21,0.0
CEBPE,0.0
HOXA2,0.0022824234097059744
TEAD1,0.0
SOX11,0.0
HOXD3,0.07463268938389785
TBX20,-0.008661138816941147
MYBL1,0.0
UNCX,0.08109434220427346
HMX1,0.0
ELF1,0.0
EBF1,0.0
SP4,0.0
MEF2A,0.0
HNF4A,0.0
PDX1,-0.0003233194785150134
TBX18,0.0
TCF7L2,0.0
CREB3L2,0.0
PITX1,0.0
RARA,0.0
CREB3L1,0.0
HOXD13,0.0
FOXA1,0.0
IKZF1,0.0
BHLHE41,0.0
POU2F2,0.0
EMX2,0.01175407075052617
ETV6,0.0
AHR,0.0
JUN,0.0
ELF5,0.006894167322550071
FOXD2,0.0
DLX1,0.0007235211502911311
SP3,0.0
NFE2L2,0.0
RXRA,0.0
NR3C2,0.0
HOXB4,0.0
MZF1,0.0003873301222449575
FOXL1,0.0
ELF2,0.0
NR4A1,0.0
HES5,0.004344359344354114
CDX2,-0.006528563388642745
RORA,0.00011779404266152487
MLXIPL,-0.0011840602221197902
EPAS1,-9.266508796773907e-05
ETV4,0.0
NFE2L1,0.0
HENMT1,-2.5976348344522437e-05
TFE3,0.0
SIX3,0.0
XBP1,0.0
THRB,0.0
HOXC5,-8.373869872533533e-06
SPI1,0.0
RFX4,0.0
ETS2,0.0
CEBPG,0.0
HOXD11,0.0
SATB1,0.0
POU2AF1,0.0
GLI3,0.0
BACH2,0.0
PAX9,0.0
HMGA2,0.0
ZNF628,0.0
FOXO3,0.0
PBX1,0.0
PHOX2B,0.15777654128651453
ZEB1,0.0
FOXC2,0.0
SIX1,0.00841160145236462
HNF1B,0.0
HOXC13,0.0
HOXC8,0.0
SOX9,0.0
HLX,0.0
MEIS2,0.0
GBX2,0.0
ZBED6,0.0
FOXA2,0.0
OTX1,0.0
TFCP2L1,0.0
DEAF1,0.0
HOXC10,0.0
RFX2,0.005430467963175723
CENPB,0.0
SOX12,0.0
TEAD4,0.0
BCL6,0.0
ZBTB3,0.0
ZNF410,0.0
MEOX2,0.0
CLOCK,0.0
RUNX2,0.0
RUNX1,0.0
HMBOX1,0.0
TBR1,0.0003893886067450507
MSX1,0.0
MAF,0.0
MNT,0.0
HOXB6,0.0
SMAD4,0.0
RARB,0.0
HBP1,0.0
SP1,0.0
POU3F2,0.17400099752828813
NKX1-2,-5.956372261076443e-07
SCRT2,0.03355669257572124
ZKSCAN3,0.0
NFIB,0.0
NEUROD2,0.1974871973239364
GTF2IRD1,0.0
FOXO4,0.0
TCF7L1,0.0
IKZF3,0.0
MTERF1,0.0
SOX5,0.0
FOXP1,0.0
ZFX,0.0
FOXJ2,0.0
FOXI1,0.0
RBPJ,0.0
MNX1,0.0
ETV5,0.0
NR2F1,0.0
NR1H2,0.0
ONECUT1,0.0
