,state
8db779ef-db1b-40e9-ad21-97726b18e04a,1.0
8392e265-7f49-40f9-9014-12f94244f18d,1.0
fbfc317c-5622-4636-872b-d7e46a8dc951,1.0
1df5c2b5-c6b8-4f3d-a4b4-e7099b2bef6e,2.0
dd6b706f-b041-461a-ad34-c21b1170b791,4.0
4aaa4d90-b7bb-47ab-b84f-0490a5d1e398,1.0
15c70103-439c-4ed6-b7a3-b8e97402559c,1.0
6a19da6d-7cc9-428f-ae35-ff31516b10b2,1.0
6d5171d8-3617-4398-8183-ab6aa50d75b4,1.0
da7e8a75-b089-47d9-99ae-b892b12b37cb,2.0
1755339f-355b-4dd2-9c6d-57c19c1f1dd1,1.0
1199c8bc-b239-48b8-87bb-e80c8fe1ebf5,1.0
6ce4b5e2-0273-42f0-966b-202885b905f7,3.0
6d46f0fa-e4f1-415f-b444-29ad15ae15ae,1.0
f3651eda-5841-4556-a291-fb3585bdabe3,2.0
8457e0f2-d754-4d72-b87b-91c05f7a370e,1.0
3f4a620d-2c92-4f0e-934a-28756fed6f3e,1.0
f1f4d6e6-9daa-4319-adab-5e9e12b7dd3e,2.0
7934a598-36b2-47bb-8f85-a57246fc1f58,1.0
46a99965-e858-4ef8-9c12-630dc728ac67,2.0
0911dcc1-e7d2-460b-bd3e-a14b2c73c475,2.0
1e35c52f-e3cd-4597-bd3c-767f91382e7c,1.0
943add02-8431-415b-aaa5-4e4528fa4297,1.0
7ef54a5c-8de0-471b-a17c-6924db28e79b,1.0
57d34c73-92d7-41c6-8402-9068869220a1,1.0
9e28219d-0bc9-458a-9019-3b0db154d1b4,2.0
8b398d11-9488-4dde-9bc2-c84e3445e5c8,2.0
94b74565-c9ae-4723-8d01-4a7b6c0d3cf2,2.0
b3532ba1-ad65-44ba-b858-6fdee9de25f5,2.0
4bd92dde-456e-425d-a9c6-89795478c3fd,2.0
2f2a2314-198d-4f33-9b02-6522e728bb0f,2.0
2dc9e713-b76b-4076-b59b-be8fd6480784,1.0
1ea5cfd1-fa77-441c-b2f2-84d3211eaa86,1.0
c23b910d-8bbd-4782-ae31-969d960f4b89,1.0
1e6cea84-e628-472e-bce6-438ea27b58d7,1.0
c423bed1-f85c-4bbb-bb92-f3b201f308f9,1.0
