,Coefficient
HOXB3,0.01025447931526062
BCL6,0.14510420163484933
ELK4,0.07453802159816462
MAF,0.015173422569573462
RFX2,0.0
HOXD11,0.03229345115814586
HOXA4,0.0
MEIS1,0.005007982258987707
NR2F1,0.04536050563708023
HOXC11,0.023649661783231704
TCF4,0.17512746532089743
CDC5L,0.11757601305918973
DRGX,0.0
ELF2,0.09544122961959925
MEOX2,0.034385259248186265
MEF2D,0.028196711188089387
PEG10,0.002544252962333991
ARID5B,-0.007603502921220492
SOX21,0.003280659947108026
MSC,-0.013547505021958657
HMGA1,0.08027217589853596
STAT5A,0.0
