,Coefficient
NFE2L1,0.1548444621264562
RFC5,-0.06101401721185263
SREBF2,0.04107721934629475
NR3C1,-0.048378145702624796
TFEC,-0.13813600665456335
CEBPA,0.06283134267498328
MYB,0.19570567021494042
ZSCAN16,0.0690795228117496
