,out_degree_aligned
BCL6,18
TEAD1,11
ATF2,9
NF1,8
SOX2,8
HEY2,8
FOXJ3,7
ZNF281,7
PAX6,7
NR2F1,7
ID4,7
ARID5B,6
SOX21,6
RBPJ,6
NR3C1,5
ATF7,5
IRF8,5
IKZF2,5
MGA,5
GTF2I,5
ELK4,5
ZNF143,4
SMAD4,4
STAT5A,4
ZNF148,4
PBX1,4
TCF4,4
EP300,4
KLF13,4
CDC5L,4
SMAD1,4
GMEB1,4
REL,3
THRA,3
CUX1,3
MEF2A,3
MTF1,3
PPARA,3
E2F3,3
PURA,3
ZBTB6,3
FOXK1,3
POU2F1,3
TCF7L2,3
GTF2A1,2
TFEC,2
SIX4,2
FOXO4,2
SATB1,2
SOX3,2
RFX4,2
MAF,2
RXRA,2
BPTF,2
ELF2,2
ZBTB33,1
ZBTB16,1
RFX2,1
ZNF8,1
PEG10,1
RORA,0
MAFB,0
FOXD1,0
