,out_degree_aligned
LHX1,5
KLF15,5
EMX2,3
KLF1,2
VAX2,2
RXRG,2
POU3F3,2
MYOG,2
HOXC9,1
FGF9,1
MESP1,1
OLIG3,1
NEUROD1,1
CTF1,1
MSX1,0
SOX3,0
UNCX,0
ZFP42,0
DDIT3,0
DBX1,0
