,Alt_ID,in_degree,out_degree,out/in
ZBTB49,ZBTB49,6.0,4.0,0.6666666666666666
ZNF217,ZNF217,3.0,2.0,0.6666666666666666
ZIC2,ZIC2,3.0,2.0,0.6666666666666666
GRHL1,GRHL1,5.0,3.0,0.6
DLX1,DLX1,24.0,14.0,0.5833333333333334
ZNF148,ZNF148,7.0,4.0,0.5714285714285714
NFIB,NFIB,7.0,4.0,0.5714285714285714
SP4,SP4,11.0,6.0,0.5454545454545454
RREB1,RREB1,12.0,6.0,0.5
PPARG,PPARG,6.0,3.0,0.5
ELF4,ELF4,14.0,7.0,0.5
TCF4,TCF4,6.0,3.0,0.5
DMRT3,DMRT3,4.0,2.0,0.5
BPTF,BPTF,4.0,2.0,0.5
LMX1B,LMX1B,4.0,2.0,0.5
DLX4,DLX4,2.0,1.0,0.5
ESR2,ESR2,2.0,1.0,0.5
PDX1,PDX1,2.0,1.0,0.5
CNOT3,CNOT3,4.0,2.0,0.5
FOXF1,FOXF1,11.0,5.0,0.45454545454545453
MNX1,MNX1,8.0,3.0,0.375
KLF4,KLF4,14.0,5.0,0.35714285714285715
GATA4,GATA4,31.0,11.0,0.3548387096774194
PROX1,PROX1,3.0,1.0,0.3333333333333333
HLF,HLF,6.0,2.0,0.3333333333333333
VAX2,VAX2,7.0,2.0,0.2857142857142857
NKX6-1,NKX6-1,8.0,2.0,0.25
EMX1,EMX1,4.0,1.0,0.25
DLX3,DLX3,20.0,5.0,0.25
LHX4,LHX4,8.0,2.0,0.25
LHX2,LHX2,7.0,1.0,0.14285714285714285
ARID3A,ARID3A,32.0,4.0,0.125
EN2,EN2,8.0,1.0,0.125
ETV2,ETV2,10.0,1.0,0.1
HMX1,HMX1,22.0,2.0,0.09090909090909091
POU2AF1,POU2AF1,13.0,1.0,0.07692307692307693
VAX1,VAX1,16.0,1.0,0.0625
C10orf90,C10orf90,5.0,0.0,0.0
PLAG1,PLAG1,4.0,0.0,0.0
SOX13,SOX13,5.0,0.0,0.0
ZNF263,ZNF263,7.0,0.0,0.0
MLXIPL,MLXIPL,1.0,0.0,0.0
PAX1,PAX1,1.0,0.0,0.0
NFIX,NFIX,6.0,0.0,0.0
