,Alt_ID,in_degree,out_degree,out/in
SNAI2,SNAI2,1.0,18.0,18.0
NEUROD2,NEUROD2,1.0,7.0,7.0
MTERF1,MTERF1,1.0,7.0,7.0
BHLHE22,BHLHE22,1.0,7.0,7.0
MZF1,MZF1,1.0,6.0,6.0
LBX2,LBX2,1.0,6.0,6.0
HIVEP2,HIVEP2,2.0,11.0,5.5
OTX1,OTX1,2.0,9.0,4.5
NFE2L2,NFE2L2,4.0,17.0,4.25
MGA,MGA,3.0,12.0,4.0
SIX3,SIX3,1.0,4.0,4.0
SF1,SF1,3.0,12.0,4.0
GLI1,GLI1,3.0,12.0,4.0
ZBTB7B,ZBTB7B,3.0,11.0,3.6666666666666665
E2F8,E2F8,2.0,7.0,3.5
ETV1,ETV1,4.0,14.0,3.5
KLF12,KLF12,3.0,8.0,2.6666666666666665
OSR2,OSR2,3.0,8.0,2.6666666666666665
HOXC9,HOXC9,5.0,13.0,2.6
FOXD3,FOXD3,4.0,10.0,2.5
EGR2,EGR2,2.0,5.0,2.5
CDC5L,CDC5L,2.0,5.0,2.5
CUX1,CUX1,4.0,10.0,2.5
HOXC8,HOXC8,2.0,5.0,2.5
E2F3,E2F3,3.0,7.0,2.3333333333333335
RUNX1,RUNX1,4.0,9.0,2.25
BACH2,BACH2,5.0,11.0,2.2
DR1,DR1,3.0,6.0,2.0
RFX1,RFX1,4.0,8.0,2.0
GMEB2,GMEB2,2.0,4.0,2.0
MLX,MLX,1.0,2.0,2.0
KLF16,KLF16,4.0,8.0,2.0
BCL6,BCL6,6.0,11.0,1.8333333333333333
ETV4,ETV4,5.0,9.0,1.8
ZNF652,ZNF652,5.0,9.0,1.8
BARX1,BARX1,4.0,7.0,1.75
HOXA9,HOXA9,4.0,7.0,1.75
GLI2,GLI2,4.0,7.0,1.75
GSC,GSC,3.0,5.0,1.6666666666666667
ZNF589,ZNF589,3.0,5.0,1.6666666666666667
ZBTB14,ZBTB14,3.0,5.0,1.6666666666666667
REST,REST,7.0,11.0,1.5714285714285714
FOXJ3,FOXJ3,7.0,11.0,1.5714285714285714
SREBF2,SREBF2,4.0,6.0,1.5
ZBED6,ZBED6,4.0,6.0,1.5
RUNX3,RUNX3,2.0,3.0,1.5
RORA,RORA,6.0,9.0,1.5
NFYA,NFYA,6.0,9.0,1.5
STAT5B,STAT5B,4.0,6.0,1.5
SP1,SP1,6.0,9.0,1.5
ETV3,ETV3,7.0,10.0,1.4285714285714286
TGIF2,TGIF2,7.0,10.0,1.4285714285714286
BBX,BBX,5.0,7.0,1.4
NR2F2,NR2F2,13.0,18.0,1.3846153846153846
FOXO1,FOXO1,8.0,11.0,1.375
SIX1,SIX1,8.0,11.0,1.375
ETV5,ETV5,3.0,4.0,1.3333333333333333
DLX5,DLX5,7.0,9.0,1.2857142857142858
ISL2,ISL2,4.0,5.0,1.25
KLF11,KLF11,4.0,5.0,1.25
SOX21,SOX21,4.0,5.0,1.25
NR2F1,NR2F1,4.0,5.0,1.25
CEBPG,CEBPG,5.0,6.0,1.2
RXRA,RXRA,7.0,8.0,1.1428571428571428
SMAD3,SMAD3,4.0,4.0,1.0
NR3C2,NR3C2,3.0,3.0,1.0
TFE3,TFE3,1.0,1.0,1.0
TFCP2,TFCP2,5.0,5.0,1.0
ALX3,ALX3,3.0,3.0,1.0
MAFG,MAFG,5.0,5.0,1.0
HOXD8,HOXD8,3.0,3.0,1.0
NFKB2,NFKB2,2.0,2.0,1.0
HOXB13,HOXB13,4.0,4.0,1.0
NKX2-2,NKX2-2,1.0,1.0,1.0
IKZF3,IKZF3,6.0,6.0,1.0
FOXK1,FOXK1,7.0,7.0,1.0
MYC,MYC,7.0,7.0,1.0
CREB5,CREB5,3.0,3.0,1.0
ZBTB3,ZBTB3,3.0,3.0,1.0
SOX5,SOX5,8.0,7.0,0.875
EN1,EN1,6.0,5.0,0.8333333333333334
TCF3,TCF3,6.0,5.0,0.8333333333333334
ZNF282,ZNF282,6.0,5.0,0.8333333333333334
ESRRG,ESRRG,5.0,4.0,0.8
PPARA,PPARA,5.0,4.0,0.8
FOXJ2,FOXJ2,4.0,3.0,0.75
TTF1,TTF1,4.0,3.0,0.75
DEAF1,DEAF1,4.0,3.0,0.75
HOXD13,HOXD13,4.0,3.0,0.75
SRF,SRF,3.0,2.0,0.6666666666666666
