,Alt_ID,in_degree,out_degree,out/in
BHLHE22,BHLHE22,1.0,7.0,7.0
OTX1,OTX1,2.0,9.0,4.5
NFE2L2,NFE2L2,4.0,17.0,4.25
MGA,MGA,3.0,12.0,4.0
SF1,SF1,3.0,12.0,4.0
REST,REST,7.0,11.0,1.5714285714285714
SOX21,SOX21,4.0,5.0,1.25
ISL2,ISL2,4.0,5.0,1.25
HOXB13,HOXB13,4.0,4.0,1.0
TFCP2,TFCP2,5.0,5.0,1.0
ZNF282,ZNF282,6.0,5.0,0.8333333333333334
DMRT3,DMRT3,4.0,2.0,0.5
FOXF1,FOXF1,11.0,5.0,0.45454545454545453
PROX1,PROX1,3.0,1.0,0.3333333333333333
VAX2,VAX2,7.0,2.0,0.2857142857142857
PAX1,PAX1,1.0,0.0,0.0
MLXIPL,MLXIPL,1.0,0.0,0.0
