,Coefficient
MGA,-0.009403875738724374
SIX4,0.0
NFE2L2,-0.02728914671228598
RORA,-0.09400386664191401
BACH1,-0.02733736466054253
NR1H2,0.0
WT1,6.091765130436313e-05
RARB,0.0
REST,0.0
FOXJ3,-0.11247567573648765
TEAD1,0.0
SIX1,0.07357907285192598
ESRRG,-0.00045613197155393455
ZFX,0.0
KLF4,-0.004408748582804288
GTF2IRD1,0.07952074441443284
BRF1,0.07211777022906153
LBX2,0.0
ARID5B,0.0
GATA2,0.0006430292608916155
TBP,-0.005196222982511476
HOXC9,0.011219515723395367
NFAT5,-0.027274103646182955
FOXC2,0.0006386261507095462
ZNF281,-0.011667287166136195
HMGA2,0.1176558899574408
ETV4,0.003951354547601263
POU2F1,0.0
TCF4,0.0
OSR2,0.0004559221833929747
FOXJ1,-0.0002248981133142778
JUN,0.0
GLI3,0.002611903804285109
ZNF524,0.0011401809966666361
FOXK1,0.0
BACH2,0.005464982483567924
HOXA5,0.006053192665890257
KLF7,-0.02211169281086698
