,Alt_ID,in_degree,out_degree,out/in
KLF12,KLF12,1.0,9.0,9.0
CDC5L,CDC5L,1.0,9.0,9.0
NR4A1,NR4A1,1.0,8.0,8.0
LHX8,LHX8,1.0,8.0,8.0
NR2F2,NR2F2,2.0,11.0,5.5
PATZ1,PATZ1,1.0,5.0,5.0
ZBTB4,ZBTB4,2.0,10.0,5.0
NFIA,NFIA,2.0,10.0,5.0
RARA,RARA,4.0,18.0,4.5
GTF2IRD1,GTF2IRD1,2.0,9.0,4.5
CREB3L1,CREB3L1,2.0,9.0,4.5
GLIS3,GLIS3,2.0,9.0,4.5
SP3,SP3,2.0,8.0,4.0
GZF1,GZF1,1.0,4.0,4.0
MSC,MSC,1.0,4.0,4.0
CREB1,CREB1,2.0,8.0,4.0
IRX4,IRX4,2.0,8.0,4.0
ID4,ID4,1.0,4.0,4.0
GLI3,GLI3,3.0,12.0,4.0
SOX2,SOX2,3.0,11.0,3.6666666666666665
FOXC1,FOXC1,2.0,7.0,3.5
HOXB6,HOXB6,2.0,7.0,3.5
CLOCK,CLOCK,2.0,7.0,3.5
NFAT5,NFAT5,3.0,10.0,3.3333333333333335
PRDM1,PRDM1,3.0,10.0,3.3333333333333335
TCF7L2,TCF7L2,3.0,10.0,3.3333333333333335
JDP2,JDP2,3.0,10.0,3.3333333333333335
BHLHE40,BHLHE40,2.0,6.0,3.0
MEOX2,MEOX2,3.0,9.0,3.0
PBX1,PBX1,2.0,6.0,3.0
KLF15,KLF15,2.0,6.0,3.0
GTF2I,GTF2I,2.0,6.0,3.0
HMGA2,HMGA2,2.0,6.0,3.0
NR2E1,NR2E1,1.0,3.0,3.0
IRX2,IRX2,2.0,6.0,3.0
CUX1,CUX1,2.0,6.0,3.0
HEY1,HEY1,2.0,6.0,3.0
FOXO1,FOXO1,3.0,9.0,3.0
KLF7,KLF7,2.0,6.0,3.0
GATA6,GATA6,3.0,8.0,2.6666666666666665
ATF1,ATF1,3.0,8.0,2.6666666666666665
TFAP2A,TFAP2A,3.0,8.0,2.6666666666666665
SIX1,SIX1,2.0,5.0,2.5
BHLHE41,BHLHE41,2.0,5.0,2.5
NR3C1,NR3C1,2.0,5.0,2.5
FOXK1,FOXK1,2.0,5.0,2.5
