,Alt_ID,in_degree,out_degree,out/in
NFE2L1,NFE2L1,2.0,5.0,2.5
MGA,MGA,2.0,5.0,2.5
DLX1,DLX1,2.0,5.0,2.5
NFE2L2,NFE2L2,2.0,5.0,2.5
BDP1,BDP1,2.0,5.0,2.5
IRF1,IRF1,2.0,5.0,2.5
PRRX1,PRRX1,4.0,10.0,2.5
PEG10,PEG10,2.0,5.0,2.5
POU2F1,POU2F1,2.0,5.0,2.5
TEAD3,TEAD3,2.0,5.0,2.5
HOXC4,HOXC4,2.0,5.0,2.5
RREB1,RREB1,2.0,5.0,2.5
ATF2,ATF2,2.0,5.0,2.5
FOXP1,FOXP1,2.0,5.0,2.5
ARID5B,ARID5B,3.0,7.0,2.3333333333333335
RARB,RARB,3.0,7.0,2.3333333333333335
OSR2,OSR2,3.0,7.0,2.3333333333333335
STAT4,STAT4,3.0,7.0,2.3333333333333335
REST,REST,2.0,4.0,2.0
MEIS1,MEIS1,1.0,2.0,2.0
SOX17,SOX17,1.0,2.0,2.0
PRDM4,PRDM4,1.0,2.0,2.0
HES5,HES5,1.0,2.0,2.0
RUNX2,RUNX2,2.0,4.0,2.0
EBF1,EBF1,3.0,6.0,2.0
NR2C2,NR2C2,2.0,4.0,2.0
KLF11,KLF11,2.0,4.0,2.0
RBPJ,RBPJ,2.0,4.0,2.0
ETV3,ETV3,3.0,6.0,2.0
TFCP2,TFCP2,2.0,4.0,2.0
TBX1,TBX1,2.0,4.0,2.0
EOMES,EOMES,1.0,2.0,2.0
CREB3L2,CREB3L2,3.0,6.0,2.0
OSR1,OSR1,2.0,4.0,2.0
HOXA4,HOXA4,2.0,4.0,2.0
ZFX,ZFX,3.0,6.0,2.0
HMGA1,HMGA1,6.0,11.0,1.8333333333333333
HOXA10,HOXA10,4.0,7.0,1.75
TEAD1,TEAD1,4.0,7.0,1.75
GLIS2,GLIS2,4.0,7.0,1.75
EP300,EP300,3.0,5.0,1.6666666666666667
ETS2,ETS2,6.0,10.0,1.6666666666666667
HBP1,HBP1,3.0,5.0,1.6666666666666667
SOX9,SOX9,3.0,5.0,1.6666666666666667
ZNF217,ZNF217,3.0,5.0,1.6666666666666667
NF1,NF1,3.0,5.0,1.6666666666666667
SP4,SP4,3.0,5.0,1.6666666666666667
GTF2A1,GTF2A1,3.0,5.0,1.6666666666666667
ARNT,ARNT,3.0,5.0,1.6666666666666667
NFIB,NFIB,2.0,3.0,1.5
SMAD1,SMAD1,2.0,3.0,1.5
SOX5,SOX5,4.0,6.0,1.5
SIX4,SIX4,2.0,3.0,1.5
ELF1,ELF1,2.0,3.0,1.5
STAT3,STAT3,2.0,3.0,1.5
ZNF8,ZNF8,2.0,3.0,1.5
EPAS1,EPAS1,2.0,3.0,1.5
DR1,DR1,4.0,6.0,1.5
NKX2-1,NKX2-1,2.0,3.0,1.5
NR3C2,NR3C2,2.0,3.0,1.5
PPARA,PPARA,2.0,3.0,1.5
GBX2,GBX2,2.0,3.0,1.5
ZKSCAN3,ZKSCAN3,2.0,3.0,1.5
OTX1,OTX1,5.0,7.0,1.4
EHF,EHF,5.0,7.0,1.4
ATF7,ATF7,3.0,4.0,1.3333333333333333
NOTO,NOTO,3.0,4.0,1.3333333333333333
BACH1,BACH1,3.0,4.0,1.3333333333333333
NFATC2,NFATC2,3.0,4.0,1.3333333333333333
HDX,HDX,3.0,4.0,1.3333333333333333
HIVEP2,HIVEP2,3.0,4.0,1.3333333333333333
PLAG1,PLAG1,3.0,4.0,1.3333333333333333
BPTF,BPTF,3.0,4.0,1.3333333333333333
ESRRA,ESRRA,3.0,4.0,1.3333333333333333
RFX3,RFX3,3.0,4.0,1.3333333333333333
MEIS3,MEIS3,4.0,5.0,1.25
ZNF219,ZNF219,4.0,5.0,1.25
MEIS2,MEIS2,6.0,7.0,1.1666666666666667
ELK3,ELK3,7.0,8.0,1.1428571428571428
ZNF423,ZNF423,2.0,2.0,1.0
HLTF,HLTF,2.0,2.0,1.0
HSF2,HSF2,2.0,2.0,1.0
TP73,TP73,2.0,2.0,1.0
THRB,THRB,3.0,3.0,1.0
ZSCAN4,ZSCAN4,2.0,2.0,1.0
FOXJ3,FOXJ3,2.0,2.0,1.0
PAX9,PAX9,3.0,3.0,1.0
MTF1,MTF1,2.0,2.0,1.0
ZBTB16,ZBTB16,3.0,3.0,1.0
TP63,TP63,2.0,2.0,1.0
ZNF148,ZNF148,2.0,2.0,1.0
CEBPG,CEBPG,2.0,2.0,1.0
SMAD3,SMAD3,3.0,3.0,1.0
FOXO3,FOXO3,3.0,3.0,1.0
PURA,PURA,2.0,2.0,1.0
SOX30,SOX30,2.0,2.0,1.0
CTF1,CTF1,2.0,2.0,1.0
TBP,TBP,3.0,3.0,1.0
SP1,SP1,2.0,2.0,1.0
SP8,SP8,2.0,2.0,1.0
SREBF2,SREBF2,5.0,4.0,0.8
NR2F6,NR2F6,5.0,4.0,0.8
CEBPE,CEBPE,5.0,4.0,0.8
SPI1,SPI1,5.0,4.0,0.8
ELF3,ELF3,4.0,3.0,0.75
POU2F2,POU2F2,4.0,3.0,0.75
EGR1,EGR1,3.0,2.0,0.6666666666666666
E2F6,E2F6,3.0,2.0,0.6666666666666666
ZNF281,ZNF281,3.0,2.0,0.6666666666666666
NFIX,NFIX,3.0,2.0,0.6666666666666666
DMRT3,DMRT3,3.0,2.0,0.6666666666666666
PRRX2,PRRX2,3.0,2.0,0.6666666666666666
ZSCAN26,ZSCAN26,3.0,2.0,0.6666666666666666
BBX,BBX,3.0,2.0,0.6666666666666666
ESR1,ESR1,3.0,2.0,0.6666666666666666
STAT5A,STAT5A,3.0,2.0,0.6666666666666666
MECOM,MECOM,2.0,1.0,0.5
GRHL1,GRHL1,2.0,1.0,0.5
TCF7L1,TCF7L1,4.0,2.0,0.5
POLR3A,POLR3A,2.0,1.0,0.5
YY2,YY2,2.0,1.0,0.5
STAT6,STAT6,2.0,1.0,0.5
HOXC5,HOXC5,10.0,5.0,0.5
IRF5,IRF5,6.0,3.0,0.5
ERG,ERG,2.0,1.0,0.5
MEF2A,MEF2A,2.0,1.0,0.5
ZBTB6,ZBTB6,2.0,1.0,0.5
CEBPZ,CEBPZ,2.0,1.0,0.5
SMAD4,SMAD4,4.0,2.0,0.5
LMX1B,LMX1B,2.0,1.0,0.5
BCL6B,BCL6B,2.0,1.0,0.5
TBX18,TBX18,6.0,3.0,0.5
PKNOX2,PKNOX2,4.0,2.0,0.5
HLF,HLF,2.0,1.0,0.5
THRA,THRA,2.0,1.0,0.5
NFATC4,NFATC4,13.0,6.0,0.46153846153846156
CPEB1,CPEB1,5.0,2.0,0.4
WT1,WT1,15.0,6.0,0.4
ETV5,ETV5,11.0,4.0,0.36363636363636365
TCF4,TCF4,3.0,1.0,0.3333333333333333
FOXI1,FOXI1,12.0,4.0,0.3333333333333333
SOX15,SOX15,3.0,1.0,0.3333333333333333
DBP,DBP,21.0,7.0,0.3333333333333333
SOX13,SOX13,3.0,1.0,0.3333333333333333
RFX1,RFX1,3.0,1.0,0.3333333333333333
TERF1,TERF1,3.0,1.0,0.3333333333333333
LHX6,LHX6,6.0,2.0,0.3333333333333333
MECP2,MECP2,3.0,1.0,0.3333333333333333
PKNOX1,PKNOX1,11.0,3.0,0.2727272727272727
POU2F3,POU2F3,4.0,1.0,0.25
E4F1,E4F1,4.0,1.0,0.25
TNFRSF10A,TNFRSF10A,4.0,1.0,0.25
GSX2,GSX2,4.0,1.0,0.25
ZNF652,ZNF652,4.0,1.0,0.25
RARG,RARG,4.0,1.0,0.25
VSX1,VSX1,4.0,1.0,0.25
FOS,FOS,22.0,5.0,0.22727272727272727
ZNF740,ZNF740,5.0,1.0,0.2
DLX3,DLX3,39.0,5.0,0.1282051282051282
CDX1,CDX1,8.0,1.0,0.125
SIX2,SIX2,9.0,1.0,0.1111111111111111
NKX3-2,NKX3-2,9.0,1.0,0.1111111111111111
CREB5,CREB5,10.0,1.0,0.1
ERF,ERF,20.0,2.0,0.1
DBX1,DBX1,20.0,2.0,0.1
SOX14,SOX14,11.0,1.0,0.09090909090909091
HOXC13,HOXC13,12.0,1.0,0.08333333333333333
FOXD2,FOXD2,44.0,2.0,0.045454545454545456
MAFB,MAFB,3.0,0.0,0.0
POU3F1,POU3F1,4.0,0.0,0.0
SOX7,SOX7,4.0,0.0,0.0
LHX5,LHX5,2.0,0.0,0.0
MZF1,MZF1,43.0,0.0,0.0
NR5A2,NR5A2,2.0,0.0,0.0
FOXP3,FOXP3,4.0,0.0,0.0
ELF5,ELF5,3.0,0.0,0.0
MLXIPL,MLXIPL,1.0,0.0,0.0
ZNF713,ZNF713,2.0,0.0,0.0
NKX2-8,NKX2-8,2.0,0.0,0.0
FOXJ1,FOXJ1,2.0,0.0,0.0
FOXJ2,FOXJ2,3.0,0.0,0.0
CENPB,CENPB,1.0,0.0,0.0
HIC2,HIC2,2.0,0.0,0.0
TFEC,TFEC,2.0,0.0,0.0
NKX2-4,NKX2-4,2.0,0.0,0.0
GSC,GSC,5.0,0.0,0.0
FGF9,FGF9,1.0,0.0,0.0
DPRX,DPRX,6.0,0.0,0.0
NKX3-1,NKX3-1,3.0,0.0,0.0
