,Coefficient
CREB5,0.06550610840137878
ZBTB7B,-0.03834011935063638
EGR2,0.09066933836871424
TGIF2,0.19702007998612203
BHLHE22,0.05105123410232723
STAT5B,0.04744355096242943
ZNF148,0.06456718528550166
