,Alt_ID,in_degree,out_degree,out/in
ELK4,ELK4,2.0,12.0,6.0
TP73,TP73,1.0,6.0,6.0
PRRX1,PRRX1,2.0,11.0,5.5
SNAI2,SNAI2,4.0,21.0,5.25
TCF21,TCF21,1.0,5.0,5.0
RARB,RARB,3.0,14.0,4.666666666666667
PAX8,PAX8,2.0,9.0,4.5
HES1,HES1,3.0,12.0,4.0
KLF4,KLF4,2.0,8.0,4.0
ETV2,ETV2,1.0,4.0,4.0
KLF7,KLF7,2.0,7.0,3.5
HNF4A,HNF4A,2.0,7.0,3.5
TGIF2,TGIF2,3.0,10.0,3.3333333333333335
ELK3,ELK3,4.0,13.0,3.25
RUNX1,RUNX1,2.0,6.0,3.0
RFX7,RFX7,3.0,9.0,3.0
HOXA1,HOXA1,3.0,9.0,3.0
ZNF143,ZNF143,3.0,9.0,3.0
HOXD11,HOXD11,3.0,8.0,2.6666666666666665
SP3,SP3,3.0,8.0,2.6666666666666665
ZBTB7B,ZBTB7B,4.0,10.0,2.5
MSC,MSC,2.0,5.0,2.5
SP1,SP1,4.0,10.0,2.5
CTCF,CTCF,3.0,7.0,2.3333333333333335
POU2F1,POU2F1,3.0,7.0,2.3333333333333335
SREBF1,SREBF1,3.0,7.0,2.3333333333333335
IRF2,IRF2,4.0,9.0,2.25
ARID5B,ARID5B,4.0,9.0,2.25
FOXJ3,FOXJ3,5.0,11.0,2.2
TEAD3,TEAD3,2.0,4.0,2.0
PRDM4,PRDM4,2.0,4.0,2.0
FOXO3,FOXO3,5.0,10.0,2.0
NFIL3,NFIL3,2.0,4.0,2.0
ZBTB4,ZBTB4,2.0,4.0,2.0
PRDM1,PRDM1,4.0,8.0,2.0
GTF2I,GTF2I,6.0,12.0,2.0
ZNF628,ZNF628,1.0,2.0,2.0
GMEB1,GMEB1,2.0,4.0,2.0
EGR1,EGR1,2.0,4.0,2.0
NFE2L2,NFE2L2,3.0,6.0,2.0
SHOX2,SHOX2,3.0,6.0,2.0
REL,REL,5.0,9.0,1.8
RXRA,RXRA,5.0,9.0,1.8
SOX21,SOX21,4.0,7.0,1.75
NF1,NF1,3.0,5.0,1.6666666666666667
HBP1,HBP1,3.0,5.0,1.6666666666666667
NFKB1,NFKB1,5.0,8.0,1.6
SMAD1,SMAD1,4.0,6.0,1.5
DLX5,DLX5,4.0,6.0,1.5
E2F2,E2F2,2.0,3.0,1.5
PLAG1,PLAG1,2.0,3.0,1.5
FOXF2,FOXF2,2.0,3.0,1.5
RUNX2,RUNX2,2.0,3.0,1.5
GFI1,GFI1,2.0,3.0,1.5
HOXB5,HOXB5,5.0,7.0,1.4
CUX1,CUX1,5.0,7.0,1.4
EHF,EHF,8.0,11.0,1.375
HOXB8,HOXB8,3.0,4.0,1.3333333333333333
DR1,DR1,6.0,8.0,1.3333333333333333
PROX1,PROX1,3.0,4.0,1.3333333333333333
HOXD8,HOXD8,3.0,4.0,1.3333333333333333
GABPA,GABPA,4.0,5.0,1.25
STAT1,STAT1,4.0,5.0,1.25
HOXD9,HOXD9,4.0,5.0,1.25
TEAD1,TEAD1,5.0,6.0,1.2
FOXJ1,FOXJ1,5.0,6.0,1.2
RORA,RORA,5.0,6.0,1.2
BPTF,BPTF,5.0,6.0,1.2
RREB1,RREB1,7.0,8.0,1.1428571428571428
ZEB1,ZEB1,8.0,9.0,1.125
DLX1,DLX1,9.0,10.0,1.1111111111111112
BHLHE22,BHLHE22,1.0,1.0,1.0
NFATC1,NFATC1,4.0,4.0,1.0
TFE3,TFE3,2.0,2.0,1.0
NKX2-3,NKX2-3,2.0,2.0,1.0
IRF9,IRF9,3.0,3.0,1.0
ELF4,ELF4,7.0,7.0,1.0
IKZF2,IKZF2,3.0,3.0,1.0
IKZF1,IKZF1,5.0,5.0,1.0
HOXD10,HOXD10,3.0,3.0,1.0
SOX7,SOX7,4.0,4.0,1.0
TCF4,TCF4,3.0,3.0,1.0
ETV3,ETV3,3.0,3.0,1.0
IRF3,IRF3,3.0,3.0,1.0
ATF4,ATF4,3.0,3.0,1.0
TEF,TEF,2.0,2.0,1.0
PAX9,PAX9,7.0,6.0,0.8571428571428571
NFYA,NFYA,7.0,6.0,0.8571428571428571
HLTF,HLTF,6.0,5.0,0.8333333333333334
ETS1,ETS1,5.0,4.0,0.8
FOS,FOS,5.0,4.0,0.8
ELF1,ELF1,5.0,4.0,0.8
FOXP3,FOXP3,4.0,3.0,0.75
FOXD3,FOXD3,4.0,3.0,0.75
SREBF2,SREBF2,6.0,4.0,0.6666666666666666
POU5F1,POU5F1,3.0,2.0,0.6666666666666666
HLF,HLF,3.0,2.0,0.6666666666666666
ZNF219,ZNF219,6.0,4.0,0.6666666666666666
PPARA,PPARA,5.0,3.0,0.6
FOXJ2,FOXJ2,5.0,3.0,0.6
FOSL1,FOSL1,5.0,3.0,0.6
FOXK1,FOXK1,7.0,4.0,0.5714285714285714
MEF2D,MEF2D,8.0,4.0,0.5
EOMES,EOMES,2.0,1.0,0.5
TBX21,TBX21,2.0,1.0,0.5
TBX1,TBX1,4.0,2.0,0.5
IRX5,IRX5,2.0,1.0,0.5
BARX2,BARX2,4.0,2.0,0.5
SMAD3,SMAD3,14.0,7.0,0.5
ELF2,ELF2,4.0,2.0,0.5
GRHL1,GRHL1,4.0,2.0,0.5
NKX3-2,NKX3-2,2.0,1.0,0.5
HOXD13,HOXD13,2.0,1.0,0.5
GATA3,GATA3,5.0,2.0,0.4
MAFB,MAFB,5.0,2.0,0.4
NFATC2,NFATC2,5.0,2.0,0.4
SP4,SP4,5.0,2.0,0.4
FOXA3,FOXA3,5.0,2.0,0.4
ZNF524,ZNF524,13.0,5.0,0.38461538461538464
HNF1A,HNF1A,19.0,7.0,0.3684210526315789
KLF11,KLF11,14.0,5.0,0.35714285714285715
MTF1,MTF1,3.0,1.0,0.3333333333333333
NFIX,NFIX,6.0,2.0,0.3333333333333333
KLF13,KLF13,6.0,2.0,0.3333333333333333
TFEC,TFEC,7.0,2.0,0.2857142857142857
EGR3,EGR3,4.0,1.0,0.25
HOXC5,HOXC5,8.0,2.0,0.25
SOX12,SOX12,47.0,6.0,0.1276595744680851
NR6A1,NR6A1,19.0,2.0,0.10526315789473684
TFAP2C,TFAP2C,24.0,2.0,0.08333333333333333
SOX17,SOX17,43.0,3.0,0.06976744186046512
GBX2,GBX2,3.0,0.0,0.0
TRIM28,TRIM28,2.0,0.0,0.0
ALX3,ALX3,2.0,0.0,0.0
SPIB,SPIB,2.0,0.0,0.0
SPDEF,SPDEF,4.0,0.0,0.0
SIRT6,SIRT6,1.0,0.0,0.0
ZNF350,ZNF350,2.0,0.0,0.0
ZSCAN26,ZSCAN26,7.0,0.0,0.0
GLI2,GLI2,3.0,0.0,0.0
IRX4,IRX4,3.0,0.0,0.0
NKX2-8,NKX2-8,1.0,0.0,0.0
