,Alt_ID,in_degree,out_degree,out/in
PPARA,PPARA,6.0,4.0,0.6666666666666666
KLF4,KLF4,6.0,4.0,0.6666666666666666
ZNF410,ZNF410,12.0,8.0,0.6666666666666666
TRAF4,TRAF4,3.0,2.0,0.6666666666666666
CDX2,CDX2,6.0,4.0,0.6666666666666666
ZNF232,ZNF232,3.0,2.0,0.6666666666666666
MLX,MLX,3.0,2.0,0.6666666666666666
FOXG1,FOXG1,3.0,2.0,0.6666666666666666
BBX,BBX,8.0,5.0,0.625
HSF2,HSF2,5.0,3.0,0.6
ZBTB6,ZBTB6,5.0,3.0,0.6
ZNF281,ZNF281,5.0,3.0,0.6
LEF1,LEF1,5.0,3.0,0.6
LHX6,LHX6,5.0,3.0,0.6
PURA,PURA,5.0,3.0,0.6
IRF2,IRF2,5.0,3.0,0.6
BORCS8-MEF2B,BORCS8-MEF2B,12.0,7.0,0.5833333333333334
NFKB1,NFKB1,7.0,4.0,0.5714285714285714
RFX1,RFX1,7.0,4.0,0.5714285714285714
STAT3,STAT3,9.0,5.0,0.5555555555555556
CTCF,CTCF,9.0,5.0,0.5555555555555556
GRHL1,GRHL1,2.0,1.0,0.5
TERF1,TERF1,2.0,1.0,0.5
NFATC2,NFATC2,8.0,4.0,0.5
PITX3,PITX3,2.0,1.0,0.5
POLR3A,POLR3A,4.0,2.0,0.5
SMAD1,SMAD1,4.0,2.0,0.5
ZNF691,ZNF691,8.0,4.0,0.5
ONECUT2,ONECUT2,4.0,2.0,0.5
YY1,YY1,2.0,1.0,0.5
ELF1,ELF1,8.0,4.0,0.5
SIRT6,SIRT6,2.0,1.0,0.5
GLIS2,GLIS2,4.0,2.0,0.5
HOXB2,HOXB2,8.0,4.0,0.5
TBX20,TBX20,2.0,1.0,0.5
BPTF,BPTF,7.0,3.0,0.42857142857142855
FOXD2,FOXD2,5.0,2.0,0.4
PEBP1,PEBP1,5.0,2.0,0.4
ZBTB16,ZBTB16,5.0,2.0,0.4
PRDM4,PRDM4,5.0,2.0,0.4
ARID5A,ARID5A,10.0,4.0,0.4
BRF1,BRF1,5.0,2.0,0.4
HNF1B,HNF1B,8.0,3.0,0.375
HOXC5,HOXC5,8.0,3.0,0.375
HSF1,HSF1,8.0,3.0,0.375
NFYC,NFYC,8.0,3.0,0.375
GATA3,GATA3,8.0,3.0,0.375
MECOM,MECOM,9.0,3.0,0.3333333333333333
MTF1,MTF1,6.0,2.0,0.3333333333333333
MLXIPL,MLXIPL,3.0,1.0,0.3333333333333333
PITX1,PITX1,3.0,1.0,0.3333333333333333
VENTX,VENTX,3.0,1.0,0.3333333333333333
HDX,HDX,3.0,1.0,0.3333333333333333
PAX5,PAX5,3.0,1.0,0.3333333333333333
ZNF35,ZNF35,3.0,1.0,0.3333333333333333
SOX14,SOX14,9.0,3.0,0.3333333333333333
TCF7L1,TCF7L1,6.0,2.0,0.3333333333333333
DEAF1,DEAF1,12.0,4.0,0.3333333333333333
ESRRG,ESRRG,6.0,2.0,0.3333333333333333
CREB5,CREB5,3.0,1.0,0.3333333333333333
SH2D1A,SH2D1A,3.0,1.0,0.3333333333333333
TAL1,TAL1,3.0,1.0,0.3333333333333333
BHLHA15,BHLHA15,3.0,1.0,0.3333333333333333
IRF6,IRF6,6.0,2.0,0.3333333333333333
HOXA4,HOXA4,6.0,2.0,0.3333333333333333
ATF4,ATF4,27.0,8.0,0.2962962962962963
TFAP2C,TFAP2C,11.0,3.0,0.2727272727272727
HESX1,HESX1,4.0,1.0,0.25
EGR3,EGR3,4.0,1.0,0.25
MEOX1,MEOX1,8.0,2.0,0.25
BCL6B,BCL6B,4.0,1.0,0.25
HOXD10,HOXD10,5.0,1.0,0.2
SATB1,SATB1,5.0,1.0,0.2
ESR2,ESR2,15.0,3.0,0.2
ZNF263,ZNF263,5.0,1.0,0.2
FOXJ2,FOXJ2,5.0,1.0,0.2
ZNF8,ZNF8,6.0,1.0,0.16666666666666666
TGIF1,TGIF1,6.0,1.0,0.16666666666666666
TBX1,TBX1,7.0,1.0,0.14285714285714285
FOXO4,FOXO4,7.0,1.0,0.14285714285714285
TRIM28,TRIM28,7.0,1.0,0.14285714285714285
RARG,RARG,7.0,1.0,0.14285714285714285
ETV2,ETV2,7.0,1.0,0.14285714285714285
IRF3,IRF3,7.0,1.0,0.14285714285714285
ZSCAN16,ZSCAN16,7.0,1.0,0.14285714285714285
ZIC2,ZIC2,24.0,3.0,0.125
EVX1,EVX1,9.0,1.0,0.1111111111111111
VBP1,VBP1,9.0,1.0,0.1111111111111111
RXRG,RXRG,19.0,1.0,0.05263157894736842
SOX15,SOX15,3.0,0.0,0.0
ZSCAN4,ZSCAN4,8.0,0.0,0.0
NKX3-1,NKX3-1,3.0,0.0,0.0
TNFRSF25,TNFRSF25,4.0,0.0,0.0
PHOX2A,PHOX2A,1.0,0.0,0.0
ZNF713,ZNF713,5.0,0.0,0.0
MESP1,MESP1,2.0,0.0,0.0
NR2E1,NR2E1,10.0,0.0,0.0
AR,AR,3.0,0.0,0.0
SMAD4,SMAD4,9.0,0.0,0.0
DBX2,DBX2,27.0,0.0,0.0
EPAS1,EPAS1,2.0,0.0,0.0
GZF1,GZF1,3.0,0.0,0.0
SOX10,SOX10,2.0,0.0,0.0
KLF13,KLF13,4.0,0.0,0.0
E4F1,E4F1,2.0,0.0,0.0
FOXA3,FOXA3,12.0,0.0,0.0
ID4,ID4,2.0,0.0,0.0
MYBL1,MYBL1,19.0,0.0,0.0
