,Alt_ID,in_degree,out_degree,out/in
MEIS1,MEIS1,1.0,14.0,14.0
IKZF1,IKZF1,1.0,8.0,8.0
HOXC9,HOXC9,1.0,6.0,6.0
CREB1,CREB1,3.0,15.0,5.0
ELK4,ELK4,3.0,14.0,4.666666666666667
MEOX2,MEOX2,3.0,13.0,4.333333333333333
MYC,MYC,3.0,13.0,4.333333333333333
ERG,ERG,1.0,4.0,4.0
HOXC8,HOXC8,1.0,4.0,4.0
NR3C1,NR3C1,2.0,8.0,4.0
ZBED6,ZBED6,4.0,16.0,4.0
KLF12,KLF12,2.0,8.0,4.0
NFAT5,NFAT5,4.0,16.0,4.0
SOX5,SOX5,2.0,8.0,4.0
SNAI2,SNAI2,3.0,11.0,3.6666666666666665
GLI3,GLI3,4.0,14.0,3.5
IRF1,IRF1,3.0,10.0,3.3333333333333335
E2F7,E2F7,3.0,10.0,3.3333333333333335
FOXP1,FOXP1,4.0,13.0,3.25
ZEB1,ZEB1,4.0,13.0,3.25
REL,REL,2.0,6.0,3.0
ATF7,ATF7,2.0,6.0,3.0
CNOT3,CNOT3,3.0,9.0,3.0
ZNF784,ZNF784,2.0,6.0,3.0
CLOCK,CLOCK,3.0,9.0,3.0
BACH1,BACH1,3.0,9.0,3.0
STAT4,STAT4,2.0,6.0,3.0
MAF,MAF,2.0,6.0,3.0
CDC5L,CDC5L,2.0,6.0,3.0
HOXC6,HOXC6,2.0,6.0,3.0
NFIL3,NFIL3,3.0,9.0,3.0
MEIS2,MEIS2,4.0,12.0,3.0
ZNF628,ZNF628,3.0,9.0,3.0
GLI1,GLI1,4.0,11.0,2.75
REST,REST,3.0,8.0,2.6666666666666665
GFI1,GFI1,6.0,16.0,2.6666666666666665
FOXF1,FOXF1,2.0,5.0,2.5
ELK3,ELK3,4.0,10.0,2.5
MNT,MNT,4.0,10.0,2.5
HIF1A,HIF1A,2.0,5.0,2.5
HIVEP2,HIVEP2,4.0,10.0,2.5
FLI1,FLI1,2.0,5.0,2.5
NR2F2,NR2F2,2.0,5.0,2.5
MAZ,MAZ,5.0,12.0,2.4
BACH2,BACH2,3.0,7.0,2.3333333333333335
STAT1,STAT1,3.0,7.0,2.3333333333333335
NFE2L1,NFE2L1,3.0,7.0,2.3333333333333335
GMEB1,GMEB1,3.0,7.0,2.3333333333333335
ETV1,ETV1,3.0,7.0,2.3333333333333335
TCF4,TCF4,4.0,9.0,2.25
BCL6,BCL6,5.0,11.0,2.2
E2F1,E2F1,5.0,11.0,2.2
EP300,EP300,5.0,11.0,2.2
FOXO3,FOXO3,6.0,13.0,2.1666666666666665
ETV6,ETV6,3.0,6.0,2.0
ZNF217,ZNF217,3.0,6.0,2.0
TFEC,TFEC,1.0,2.0,2.0
PRRX1,PRRX1,4.0,8.0,2.0
ZNF589,ZNF589,1.0,2.0,2.0
ETV3,ETV3,2.0,4.0,2.0
PEG10,PEG10,1.0,2.0,2.0
SP100,SP100,3.0,6.0,2.0
RARB,RARB,3.0,6.0,2.0
ATF1,ATF1,3.0,6.0,2.0
PGR,PGR,2.0,4.0,2.0
CEBPA,CEBPA,5.0,10.0,2.0
HOXD8,HOXD8,3.0,6.0,2.0
EBF1,EBF1,5.0,10.0,2.0
TGIF2,TGIF2,4.0,8.0,2.0
GLI2,GLI2,2.0,4.0,2.0
HOXB5,HOXB5,3.0,6.0,2.0
ARID5B,ARID5B,3.0,6.0,2.0
MEF2D,MEF2D,6.0,11.0,1.8333333333333333
ERF,ERF,6.0,11.0,1.8333333333333333
GTF2A1,GTF2A1,6.0,11.0,1.8333333333333333
MYB,MYB,5.0,9.0,1.8
ZBTB4,ZBTB4,5.0,9.0,1.8
GTF2I,GTF2I,5.0,9.0,1.8
EHF,EHF,4.0,7.0,1.75
RBPJ,RBPJ,4.0,7.0,1.75
E2F3,E2F3,4.0,7.0,1.75
TFAP4,TFAP4,4.0,7.0,1.75
ATF2,ATF2,4.0,7.0,1.75
PBX1,PBX1,6.0,10.0,1.6666666666666667
POU2F1,POU2F1,6.0,10.0,1.6666666666666667
MSC,MSC,6.0,10.0,1.6666666666666667
RFX3,RFX3,3.0,5.0,1.6666666666666667
RFX7,RFX7,5.0,8.0,1.6
TCF3,TCF3,5.0,8.0,1.6
CEBPZ,CEBPZ,5.0,8.0,1.6
HBP1,HBP1,7.0,11.0,1.5714285714285714
NFYA,NFYA,2.0,3.0,1.5
ARNT,ARNT,2.0,3.0,1.5
ELF2,ELF2,2.0,3.0,1.5
STAT6,STAT6,2.0,3.0,1.5
E2F8,E2F8,4.0,6.0,1.5
MEIS3,MEIS3,2.0,3.0,1.5
RREB1,RREB1,8.0,12.0,1.5
TCF7L2,TCF7L2,6.0,9.0,1.5
CREB3L1,CREB3L1,4.0,6.0,1.5
CREM,CREM,2.0,3.0,1.5
HOXB3,HOXB3,2.0,3.0,1.5
ZNF524,ZNF524,6.0,9.0,1.5
IKZF3,IKZF3,2.0,3.0,1.5
DR1,DR1,4.0,6.0,1.5
NF1,NF1,4.0,6.0,1.5
ZNF148,ZNF148,2.0,3.0,1.5
ZNF219,ZNF219,9.0,13.0,1.4444444444444444
NR1H2,NR1H2,9.0,13.0,1.4444444444444444
ZBTB7B,ZBTB7B,7.0,10.0,1.4285714285714286
HMBOX1,HMBOX1,7.0,10.0,1.4285714285714286
DBP,DBP,5.0,7.0,1.4
KLF7,KLF7,8.0,11.0,1.375
GABPA,GABPA,3.0,4.0,1.3333333333333333
OSR1,OSR1,6.0,8.0,1.3333333333333333
PHOX2B,PHOX2B,3.0,4.0,1.3333333333333333
ESRRA,ESRRA,7.0,9.0,1.2857142857142858
NR2F1,NR2F1,4.0,5.0,1.25
RXRA,RXRA,4.0,5.0,1.25
NR2C2,NR2C2,4.0,5.0,1.25
SOX9,SOX9,4.0,5.0,1.25
ETV5,ETV5,5.0,6.0,1.2
TFAP2A,TFAP2A,5.0,6.0,1.2
FOXP3,FOXP3,5.0,6.0,1.2
NFATC4,NFATC4,5.0,6.0,1.2
RFC5,RFC5,6.0,7.0,1.1666666666666667
ESR1,ESR1,6.0,7.0,1.1666666666666667
CREB3L2,CREB3L2,6.0,7.0,1.1666666666666667
NFE2L2,NFE2L2,6.0,7.0,1.1666666666666667
HLX,HLX,6.0,7.0,1.1666666666666667
IKZF2,IKZF2,6.0,7.0,1.1666666666666667
FOXJ3,FOXJ3,7.0,8.0,1.1428571428571428
NR2F6,NR2F6,7.0,8.0,1.1428571428571428
SP3,SP3,9.0,9.0,1.0
TEAD1,TEAD1,7.0,7.0,1.0
MAFK,MAFK,6.0,6.0,1.0
RUNX2,RUNX2,4.0,4.0,1.0
RORA,RORA,3.0,3.0,1.0
BDP1,BDP1,4.0,4.0,1.0
RUNX1,RUNX1,6.0,6.0,1.0
TBX21,TBX21,1.0,1.0,1.0
FOXD1,FOXD1,4.0,4.0,1.0
EN1,EN1,2.0,2.0,1.0
ZSCAN26,ZSCAN26,5.0,5.0,1.0
GLIS3,GLIS3,5.0,5.0,1.0
POU2F2,POU2F2,4.0,4.0,1.0
SHOX2,SHOX2,4.0,4.0,1.0
MEF2A,MEF2A,4.0,4.0,1.0
FOXD3,FOXD3,4.0,4.0,1.0
ETS1,ETS1,4.0,4.0,1.0
TCF21,TCF21,5.0,5.0,1.0
TBX15,TBX15,3.0,3.0,1.0
NR4A1,NR4A1,3.0,3.0,1.0
NR3C2,NR3C2,6.0,6.0,1.0
HOXD11,HOXD11,5.0,5.0,1.0
SREBF1,SREBF1,8.0,8.0,1.0
CENPB,CENPB,2.0,2.0,1.0
SOX17,SOX17,2.0,2.0,1.0
SPI1,SPI1,4.0,4.0,1.0
NFATC1,NFATC1,11.0,10.0,0.9090909090909091
USF1,USF1,10.0,9.0,0.9
HNF1A,HNF1A,9.0,8.0,0.8888888888888888
IRF9,IRF9,6.0,5.0,0.8333333333333334
TTF1,TTF1,6.0,5.0,0.8333333333333334
TBP,TBP,6.0,5.0,0.8333333333333334
EWSR1,EWSR1,5.0,4.0,0.8
GABPB1,GABPB1,5.0,4.0,0.8
ZBTB18,ZBTB18,5.0,4.0,0.8
SP1,SP1,10.0,8.0,0.8
PRDM1,PRDM1,5.0,4.0,0.8
BHLHE41,BHLHE41,5.0,4.0,0.8
SOX7,SOX7,5.0,4.0,0.8
BRCA1,BRCA1,9.0,7.0,0.7777777777777778
TEAD4,TEAD4,4.0,3.0,0.75
SP4,SP4,4.0,3.0,0.75
TBX2,TBX2,4.0,3.0,0.75
HOXD1,HOXD1,4.0,3.0,0.75
SIX1,SIX1,4.0,3.0,0.75
LMO2,LMO2,4.0,3.0,0.75
HSF4,HSF4,7.0,5.0,0.7142857142857143
THRA,THRA,7.0,5.0,0.7142857142857143
HMGA1,HMGA1,10.0,7.0,0.7
E2F4,E2F4,3.0,2.0,0.6666666666666666
CPEB1,CPEB1,9.0,6.0,0.6666666666666666
MGA,MGA,3.0,2.0,0.6666666666666666
SREBF2,SREBF2,9.0,6.0,0.6666666666666666
NKX3-2,NKX3-2,3.0,2.0,0.6666666666666666
XBP1,XBP1,6.0,4.0,0.6666666666666666
MAFB,MAFB,3.0,2.0,0.6666666666666666
