,Coefficient
ERG,0.0
ZBTB4,0.0
NFATC2,-0.0015511649559523815
PRRX1,0.0
ELF1,0.0
OLIG2,0.1599232885487314
HOXA1,0.0
NR2F2,0.0
TCF7L2,0.02005224049371976
GATA6,0.0
FOXA1,0.0
ATF4,0.0
GSC,0.0
BHLHE41,0.0
IRF2,0.0
IRX5,0.0
HNF1A,0.0
KLF4,0.0
DLX2,0.08874342190605686
ELK3,-0.007911960188576298
ISL1,0.0003388559484862199
DLX1,0.0
SP3,-0.0015955976265768302
FOXC1,0.0038196067700199524
TBX4,0.07629546812866723
HOXB4,-0.001626253432169773
FOXL1,0.005213104869990176
PROX1,0.0
HEY1,0.012474366946697376
HOXB3,0.002975747974660129
NR2C2,-0.03093535722510264
DDIT3,0.05976779006650311
ONECUT2,0.0005612850179326255
BHLHE40,0.0007125126755819065
POU2AF1,-0.029266032544020475
PAX9,0.0
MGA,-0.009013869234503247
FOXJ3,0.0
ISX,0.0027401022857343298
ZEB1,-0.019439118165015236
FOXC2,0.3634388421019096
SIX1,0.0
RFC5,0.012389496555524454
HLX,0.0
FOXK1,0.0
GLIS1,0.0004368820340668453
ZBED6,0.0
NFIA,0.0
HOXC4,0.0
HES1,0.05937105159142673
OTX1,0.0
DEAF1,0.0
HOXC10,0.0
RFX2,0.0
CENPB,0.0
SHOX2,0.0
MEIS1,0.0
DR1,0.004465105259735652
TEAD4,0.0
BCL6,0.0
ZNF589,0.0
ATF5,-0.00783020579171942
POU3F3,0.020668510427263653
GC,0.021394527290252742
TBR1,0.0
TBX2,0.0
NR1H3,-0.00017925429660728233
TBX5,0.0012845754999215725
OSR2,0.0
SCRT2,0.0007533841132447734
NFIB,-0.001264486623748981
ZKSCAN3,0.0
SOX5,0.0
FOXP1,0.004087290543438844
ZFX,0.0
HOXA2,0.0
TEAD1,0.0
