,Alt_ID,in_degree,out_degree,out/in
GLIS1,GLIS1,1.0,9.0,9.0
SNAI2,SNAI2,2.0,13.0,6.5
FLI1,FLI1,2.0,12.0,6.0
ELK3,ELK3,3.0,18.0,6.0
HOXA4,HOXA4,1.0,6.0,6.0
GLI1,GLI1,2.0,11.0,5.5
PAX5,PAX5,1.0,5.0,5.0
PRRX1,PRRX1,2.0,10.0,5.0
XBP1,XBP1,4.0,19.0,4.75
CREB1,CREB1,5.0,22.0,4.4
GMEB2,GMEB2,2.0,8.0,4.0
HOXA2,HOXA2,1.0,4.0,4.0
GLI3,GLI3,4.0,15.0,3.75
KLF12,KLF12,4.0,15.0,3.75
EBF1,EBF1,3.0,11.0,3.6666666666666665
MEF2D,MEF2D,5.0,18.0,3.6
NFAT5,NFAT5,5.0,18.0,3.6
HOXA7,HOXA7,2.0,7.0,3.5
ZNF628,ZNF628,2.0,7.0,3.5
RUNX2,RUNX2,2.0,7.0,3.5
GFI1,GFI1,2.0,7.0,3.5
CLOCK,CLOCK,3.0,10.0,3.3333333333333335
ZNF524,ZNF524,3.0,10.0,3.3333333333333335
IKZF1,IKZF1,3.0,10.0,3.3333333333333335
EGR1,EGR1,3.0,10.0,3.3333333333333335
FOXC1,FOXC1,7.0,23.0,3.2857142857142856
TBX5,TBX5,4.0,13.0,3.25
ZEB1,ZEB1,5.0,15.0,3.0
MGA,MGA,3.0,9.0,3.0
HOXB5,HOXB5,1.0,3.0,3.0
PROX1,PROX1,3.0,9.0,3.0
BHLHE40,BHLHE40,5.0,15.0,3.0
POU2AF1,POU2AF1,1.0,3.0,3.0
ZBED6,ZBED6,3.0,9.0,3.0
NR1H2,NR1H2,4.0,12.0,3.0
TFEB,TFEB,4.0,12.0,3.0
HOXA3,HOXA3,2.0,6.0,3.0
HMGA1,HMGA1,4.0,11.0,2.75
FOS,FOS,3.0,8.0,2.6666666666666665
CREB3L2,CREB3L2,3.0,8.0,2.6666666666666665
ERG,ERG,3.0,8.0,2.6666666666666665
SHOX2,SHOX2,2.0,5.0,2.5
STAT4,STAT4,2.0,5.0,2.5
OSR1,OSR1,4.0,10.0,2.5
MEOX1,MEOX1,2.0,5.0,2.5
BACH1,BACH1,4.0,10.0,2.5
TBX15,TBX15,2.0,5.0,2.5
ERF,ERF,4.0,10.0,2.5
ZNF217,ZNF217,2.0,5.0,2.5
CENPB,CENPB,2.0,5.0,2.5
EP300,EP300,4.0,10.0,2.5
EPAS1,EPAS1,3.0,7.0,2.3333333333333335
ID4,ID4,3.0,7.0,2.3333333333333335
NF1,NF1,4.0,9.0,2.25
MEIS2,MEIS2,5.0,11.0,2.2
GTF2IRD1,GTF2IRD1,5.0,11.0,2.2
HOXA9,HOXA9,1.0,2.0,2.0
E2F1,E2F1,4.0,8.0,2.0
HOXB2,HOXB2,3.0,6.0,2.0
NR2F1,NR2F1,5.0,10.0,2.0
HOXA6,HOXA6,2.0,4.0,2.0
BDP1,BDP1,4.0,8.0,2.0
PPARG,PPARG,2.0,4.0,2.0
ZNF281,ZNF281,4.0,8.0,2.0
ZNF148,ZNF148,4.0,8.0,2.0
ZNF143,ZNF143,4.0,8.0,2.0
ZNF784,ZNF784,2.0,4.0,2.0
NFIA,NFIA,6.0,12.0,2.0
IRF9,IRF9,3.0,6.0,2.0
PURA,PURA,4.0,8.0,2.0
HIVEP2,HIVEP2,5.0,10.0,2.0
