,Alt_ID,in_degree,out_degree,out/in
E2F8,E2F8,3.0,6.0,2.0
PBX1,PBX1,6.0,11.0,1.8333333333333333
ETV3,ETV3,5.0,9.0,1.8
TEAD1,TEAD1,5.0,9.0,1.8
BBX,BBX,4.0,7.0,1.75
HOXA1,HOXA1,4.0,7.0,1.75
BATF3,BATF3,4.0,7.0,1.75
PRDM1,PRDM1,4.0,7.0,1.75
DDIT3,DDIT3,4.0,7.0,1.75
ARID5B,ARID5B,7.0,12.0,1.7142857142857142
CEBPB,CEBPB,7.0,12.0,1.7142857142857142
MAF,MAF,3.0,5.0,1.6666666666666667
ZFX,ZFX,6.0,10.0,1.6666666666666667
FOXP1,FOXP1,6.0,10.0,1.6666666666666667
HIF1A,HIF1A,3.0,5.0,1.6666666666666667
MAFK,MAFK,6.0,10.0,1.6666666666666667
MYC,MYC,6.0,10.0,1.6666666666666667
IRF4,IRF4,3.0,5.0,1.6666666666666667
HSF4,HSF4,3.0,5.0,1.6666666666666667
RFX7,RFX7,5.0,8.0,1.6
KLF16,KLF16,5.0,8.0,1.6
MYBL2,MYBL2,5.0,8.0,1.6
NR4A1,NR4A1,5.0,8.0,1.6
SP1,SP1,7.0,11.0,1.5714285714285714
GTF2I,GTF2I,7.0,11.0,1.5714285714285714
CREB5,CREB5,4.0,6.0,1.5
CDC5L,CDC5L,4.0,6.0,1.5
ESRRA,ESRRA,6.0,9.0,1.5
ZIC4,ZIC4,2.0,3.0,1.5
TFEC,TFEC,4.0,6.0,1.5
EOMES,EOMES,2.0,3.0,1.5
SF1,SF1,6.0,9.0,1.5
RORA,RORA,4.0,6.0,1.5
OTX1,OTX1,6.0,9.0,1.5
RFX1,RFX1,8.0,12.0,1.5
ATF2,ATF2,4.0,6.0,1.5
GTF2A1,GTF2A1,7.0,10.0,1.4285714285714286
REST,REST,5.0,7.0,1.4
FOXO1,FOXO1,5.0,7.0,1.4
FOSL1,FOSL1,5.0,7.0,1.4
MYB,MYB,10.0,14.0,1.4
TCF7L2,TCF7L2,5.0,7.0,1.4
POU2F1,POU2F1,8.0,11.0,1.375
HOXA5,HOXA5,6.0,8.0,1.3333333333333333
BACH2,BACH2,6.0,8.0,1.3333333333333333
NFATC2,NFATC2,3.0,4.0,1.3333333333333333
NFYA,NFYA,7.0,9.0,1.2857142857142858
TFAP4,TFAP4,4.0,5.0,1.25
NKX2-5,NKX2-5,4.0,5.0,1.25
IRF8,IRF8,4.0,5.0,1.25
DLX6,DLX6,8.0,10.0,1.25
PAX6,PAX6,4.0,5.0,1.25
TCF4,TCF4,4.0,5.0,1.25
SIRT6,SIRT6,4.0,5.0,1.25
HBP1,HBP1,9.0,11.0,1.2222222222222223
CNOT3,CNOT3,5.0,6.0,1.2
MEOX2,MEOX2,5.0,6.0,1.2
AHR,AHR,6.0,7.0,1.1666666666666667
SP3,SP3,6.0,7.0,1.1666666666666667
RUNX1,RUNX1,7.0,8.0,1.1428571428571428
ZBTB14,ZBTB14,8.0,9.0,1.125
SOX11,SOX11,11.0,12.0,1.0909090909090908
ZNF423,ZNF423,6.0,6.0,1.0
NFE2L2,NFE2L2,6.0,6.0,1.0
BCL6B,BCL6B,4.0,4.0,1.0
DR1,DR1,2.0,2.0,1.0
EHF,EHF,7.0,7.0,1.0
NR2F6,NR2F6,6.0,6.0,1.0
REL,REL,4.0,4.0,1.0
KLF11,KLF11,8.0,8.0,1.0
BHLHE41,BHLHE41,5.0,5.0,1.0
ESR1,ESR1,7.0,7.0,1.0
TBX19,TBX19,3.0,3.0,1.0
CTCF,CTCF,5.0,5.0,1.0
HOXC11,HOXC11,3.0,3.0,1.0
NFKB1,NFKB1,6.0,6.0,1.0
TEAD4,TEAD4,5.0,5.0,1.0
CREB3,CREB3,5.0,5.0,1.0
EGR3,EGR3,2.0,2.0,1.0
HOXB4,HOXB4,2.0,2.0,1.0
FOXJ3,FOXJ3,6.0,6.0,1.0
E4F1,E4F1,2.0,2.0,1.0
EMX2,EMX2,3.0,3.0,1.0
SP100,SP100,4.0,4.0,1.0
SOX17,SOX17,4.0,4.0,1.0
BRCA1,BRCA1,5.0,5.0,1.0
RREB1,RREB1,12.0,11.0,0.9166666666666666
DBP,DBP,11.0,10.0,0.9090909090909091
SOX12,SOX12,11.0,10.0,0.9090909090909091
ELF1,ELF1,7.0,6.0,0.8571428571428571
HLTF,HLTF,6.0,5.0,0.8333333333333334
NFKB2,NFKB2,6.0,5.0,0.8333333333333334
ETV5,ETV5,6.0,5.0,0.8333333333333334
ONECUT2,ONECUT2,5.0,4.0,0.8
HOXC4,HOXC4,5.0,4.0,0.8
TAL1,TAL1,5.0,4.0,0.8
ETS1,ETS1,4.0,3.0,0.75
ZNF75A,ZNF75A,4.0,3.0,0.75
TBX21,TBX21,4.0,3.0,0.75
ETV1,ETV1,8.0,6.0,0.75
NR2F2,NR2F2,8.0,6.0,0.75
IRF3,IRF3,8.0,6.0,0.75
GLI2,GLI2,4.0,3.0,0.75
PLAGL1,PLAGL1,4.0,3.0,0.75
KLF7,KLF7,4.0,3.0,0.75
ISL2,ISL2,6.0,4.0,0.6666666666666666
STAT5B,STAT5B,3.0,2.0,0.6666666666666666
MECOM,MECOM,3.0,2.0,0.6666666666666666
BORCS8-MEF2B,BORCS8-MEF2B,6.0,4.0,0.6666666666666666
NKX3-1,NKX3-1,3.0,2.0,0.6666666666666666
GABPB1,GABPB1,3.0,2.0,0.6666666666666666
ZNF652,ZNF652,9.0,6.0,0.6666666666666666
NR3C2,NR3C2,3.0,2.0,0.6666666666666666
ZIC1,ZIC1,6.0,4.0,0.6666666666666666
SMAD4,SMAD4,3.0,2.0,0.6666666666666666
RARB,RARB,6.0,4.0,0.6666666666666666
IRX2,IRX2,3.0,2.0,0.6666666666666666
FOXO3,FOXO3,12.0,8.0,0.6666666666666666
MEF2A,MEF2A,8.0,5.0,0.625
TCF3,TCF3,8.0,5.0,0.625
SMAD1,SMAD1,5.0,3.0,0.6
GRHL1,GRHL1,5.0,3.0,0.6
GABPA,GABPA,5.0,3.0,0.6
SOX8,SOX8,5.0,3.0,0.6
BRF1,BRF1,5.0,3.0,0.6
ALX4,ALX4,5.0,3.0,0.6
SOX4,SOX4,12.0,7.0,0.5833333333333334
MAZ,MAZ,7.0,4.0,0.5714285714285714
STAT1,STAT1,7.0,4.0,0.5714285714285714
KLF4,KLF4,9.0,5.0,0.5555555555555556
GLIS2,GLIS2,9.0,5.0,0.5555555555555556
EN1,EN1,9.0,5.0,0.5555555555555556
IRF2,IRF2,9.0,5.0,0.5555555555555556
FOXK1,FOXK1,8.0,4.0,0.5
TRAF4,TRAF4,8.0,4.0,0.5
EWSR1,EWSR1,6.0,3.0,0.5
TEAD3,TEAD3,8.0,4.0,0.5
ESRRG,ESRRG,4.0,2.0,0.5
POU5F1,POU5F1,8.0,4.0,0.5
TFCP2,TFCP2,4.0,2.0,0.5
KLF13,KLF13,6.0,3.0,0.5
SIX4,SIX4,4.0,2.0,0.5
USF1,USF1,8.0,4.0,0.5
HOXA10,HOXA10,2.0,1.0,0.5
MZF1,MZF1,10.0,5.0,0.5
ELF4,ELF4,6.0,3.0,0.5
ZNF410,ZNF410,6.0,3.0,0.5
SMAD3,SMAD3,4.0,2.0,0.5
NKX1-2,NKX1-2,16.0,7.0,0.4375
TFAP2E,TFAP2E,7.0,3.0,0.42857142857142855
TCF7,TCF7,7.0,3.0,0.42857142857142855
TFAP2B,TFAP2B,7.0,3.0,0.42857142857142855
ZBTB6,ZBTB6,5.0,2.0,0.4
CEBPE,CEBPE,5.0,2.0,0.4
POU2F3,POU2F3,5.0,2.0,0.4
ELF3,ELF3,10.0,4.0,0.4
TP63,TP63,5.0,2.0,0.4
GATA6,GATA6,5.0,2.0,0.4
LEF1,LEF1,5.0,2.0,0.4
E2F4,E2F4,5.0,2.0,0.4
NFATC1,NFATC1,8.0,3.0,0.375
SP4,SP4,8.0,3.0,0.375
STAT3,STAT3,8.0,3.0,0.375
PAX9,PAX9,3.0,1.0,0.3333333333333333
HSF2,HSF2,6.0,2.0,0.3333333333333333
POU3F3,POU3F3,3.0,1.0,0.3333333333333333
CEBPA,CEBPA,13.0,4.0,0.3076923076923077
SRF,SRF,10.0,3.0,0.3
RFC5,RFC5,7.0,2.0,0.2857142857142857
THRA,THRA,7.0,2.0,0.2857142857142857
LMX1B,LMX1B,7.0,2.0,0.2857142857142857
IRF7,IRF7,4.0,1.0,0.25
MLX,MLX,8.0,2.0,0.25
TBX18,TBX18,8.0,2.0,0.25
SOX7,SOX7,4.0,1.0,0.25
TNFRSF25,TNFRSF25,4.0,1.0,0.25
TNFRSF10A,TNFRSF10A,8.0,2.0,0.25
PDX1,PDX1,4.0,1.0,0.25
ATF5,ATF5,4.0,1.0,0.25
FOXJ2,FOXJ2,8.0,2.0,0.25
ELF2,ELF2,4.0,1.0,0.25
RFX5,RFX5,4.0,1.0,0.25
NR4A2,NR4A2,8.0,2.0,0.25
FOXD1,FOXD1,9.0,2.0,0.2222222222222222
TFAP2C,TFAP2C,9.0,2.0,0.2222222222222222
GSC,GSC,15.0,3.0,0.2
ETV2,ETV2,5.0,1.0,0.2
HOXD13,HOXD13,5.0,1.0,0.2
CDX1,CDX1,5.0,1.0,0.2
POU2F2,POU2F2,5.0,1.0,0.2
TNFRSF4,TNFRSF4,5.0,1.0,0.2
ZSCAN16,ZSCAN16,11.0,2.0,0.18181818181818182
ZNF232,ZNF232,6.0,1.0,0.16666666666666666
VAX1,VAX1,6.0,1.0,0.16666666666666666
TFCP2L1,TFCP2L1,14.0,2.0,0.14285714285714285
ELK1,ELK1,7.0,1.0,0.14285714285714285
HOXD8,HOXD8,7.0,1.0,0.14285714285714285
IKZF2,IKZF2,7.0,1.0,0.14285714285714285
NFIX,NFIX,7.0,1.0,0.14285714285714285
MAFB,MAFB,8.0,1.0,0.125
POU4F1,POU4F1,8.0,1.0,0.125
ZSCAN26,ZSCAN26,8.0,1.0,0.125
ZBTB3,ZBTB3,8.0,1.0,0.125
FOXO4,FOXO4,11.0,1.0,0.09090909090909091
NR3C1,NR3C1,12.0,1.0,0.08333333333333333
PITX2,PITX2,3.0,0.0,0.0
ZNF350,ZNF350,4.0,0.0,0.0
CPEB1,CPEB1,3.0,0.0,0.0
TBX1,TBX1,2.0,0.0,0.0
SOX15,SOX15,39.0,0.0,0.0
YY2,YY2,2.0,0.0,0.0
BHLHE22,BHLHE22,2.0,0.0,0.0
ZNF35,ZNF35,8.0,0.0,0.0
ZNF713,ZNF713,4.0,0.0,0.0
DMRT2,DMRT2,3.0,0.0,0.0
NKX6-2,NKX6-2,7.0,0.0,0.0
IRX3,IRX3,8.0,0.0,0.0
HOXB6,HOXB6,1.0,0.0,0.0
NHLH1,NHLH1,3.0,0.0,0.0
SATB1,SATB1,8.0,0.0,0.0
HOXC8,HOXC8,2.0,0.0,0.0
HDX,HDX,7.0,0.0,0.0
NR2E1,NR2E1,2.0,0.0,0.0
KLF1,KLF1,9.0,0.0,0.0
FOXF1,FOXF1,29.0,0.0,0.0
HOXB3,HOXB3,2.0,0.0,0.0
HLF,HLF,6.0,0.0,0.0
DBX2,DBX2,4.0,0.0,0.0
