,state
9a28f80a-85f8-40e2-a32b-230ef93b2fa0,6.0
fccdc76f-cb02-4bcd-a616-325f258ddaa4,1.0
c9f2fa0d-1a9f-40b4-bd9b-caf1b3f3d5a7,3.0
ea2dc457-9c74-4b9c-b3fa-5e72199b24a7,1.0
a7772ccd-ffff-49dd-86ed-0bad330ec9b6,5.0
190edb27-4cbc-4e9c-9b67-d51fdab982b7,5.0
c48401f7-2d56-4c6f-9896-c5435d1b44bf,5.0
7340a5ba-e002-448f-aacc-e7a37dbb79c2,4.0
d440f004-a4a4-41b6-bed8-805d67ba01c7,3.0
a30ff708-f7a9-41e4-8ad5-20441650fbc9,3.0
9e327bc8-1d20-4ad8-83f7-fb2d13bca5d0,6.0
5cbddc90-11ec-4e6e-881e-aa9ccfd40fdb,8.0
202b4c76-c840-4db8-953f-ac75a4156fdd,3.0
55299a06-3c1f-45a4-b166-b2c591c0cee2,5.0
cf629c65-585d-476d-b081-3e6e0575fae3,5.0
02475d11-fc81-4e88-944e-173c32dc3fe7,5.0
c797f12c-40d3-4db5-b9ef-a6821bbde4f0,5.0
bc6b92c1-f425-40c5-9941-539bff5fe0fe,10.0
393c8a41-cf45-4ea8-afe3-25a08ab7692a,8.0
e769e41d-5949-42c5-9594-e563c05ace52,2.0
3f6b6d95-0720-42a0-aeb3-89fecae7616a,1.0
a8a6f09c-9812-4457-9a4b-ad41f97b41a3,5.0
0772da48-3a36-422d-b166-ca1691b782c3,1.0
88449d2a-2a25-41a4-b91d-c99b58f8ecd9,9.0
7cd0942e-e39a-43a7-8bac-f25967864901,3.0
38941cf3-9c54-4ba4-a005-cc88ca97d504,1.0
c480f1fb-3100-436c-b0f5-ded63b7a580e,8.0
235a4492-ff80-4aa5-bc71-dff65e1c7411,1.0
fa1a0bce-ee0f-4178-b963-62550e344b14,1.0
690823d9-b9aa-40ef-8302-4ad88bf89d1c,8.0
5ad49f16-e974-4e5d-b1b6-073ecb73a01d,5.0
7a813f60-a41e-4552-990e-f22287654c1d,1.0
b388ca82-5bf7-4bdd-8821-4ec0b213121f,5.0
dac53b0a-8f35-4ea6-bbcc-4cd1c049e11f,8.0
fb0b9483-6302-48c7-be5b-da667e00ae2d,5.0
30d5e255-2ad3-44f3-8983-1b80e4fd3e2d,9.0
25af81c5-b117-466d-ae9f-dd10bcb6af2d,1.0
b7f7f66f-1aed-4199-81c0-5c7fb0dbf438,1.0
30346897-ec77-4153-88a2-d14593c8b741,6.0
bf79e030-47ee-4d08-b910-5685a4bd8b60,6.0
