,Coefficient
IRF2,0.0
ZNF8,0.0
GSC,0.012798313295552248
SIRT6,0.0
GATA6,3.2135950784378776e-05
SATB1,0.0
BATF3,-0.0006787146074462473
EMX1,-7.097758032959294e-05
TFCP2,0.001613562345658796
MGA,0.0
TFAP2A,0.002076712117482952
RARA,0.0
REL,0.0
SF1,0.0
HOXD3,0.0
CEBPB,0.0
ATF3,0.0
TCF7L2,0.0
TBX20,0.023416738349129777
PURA,0.0
HMGA1,0.011045602312939964
CEBPG,0.0
FOXD2,7.537745901969933e-05
MAF,-0.0062189996394946675
KLF12,-0.03072923767771188
MYB,0.0002405435151113645
LEF1,0.0
ZBTB4,-0.0003506135461517958
GATA3,0.013416533069110498
PLAG1,0.0
RFX5,0.0
GABPA,0.0
PRDM4,0.0
NFAT5,0.0
ZIC2,0.24976921469458804
SOX5,0.0
IKZF1,-0.006301481868437986
HMGA2,0.0
POU2F1,0.0
MECOM,0.0004289233497570684
NFIL3,-3.78559680449594e-05
HOXB6,-0.002912420255026227
E2F6,0.0
FOXM1,0.0003817484303597362
REST,0.0
CENPB,0.0
GTF2I,0.0
EOMES,-0.009628031010621324
SOX4,0.0
CREB1,0.0
SP4,0.0
KLF15,0.0
HIVEP2,5.360424354380838e-06
AHR,0.0004917154589365506
PEG10,6.740613901748692e-05
TEAD1,0.0
GRHL1,0.03317215047099966
SOX7,0.0
FOXO3,0.0
SRF,0.0
HSF2,0.0
TCF7,0.0
GMEB1,0.0
EBF1,0.0
GTF2A1,0.0
HBP1,0.0
IRF1,0.0
ETS2,0.0
RELA,0.0
RORA,-0.010900991518088212
ELF3,0.0
FLI1,0.0
ETV1,0.0
DLX5,0.0028363774565613644
SIX4,0.0009059827283990069
PEBP1,0.0
PKNOX2,0.0
ARNT,0.0
CNOT3,0.0
CLOCK,0.0
MAFF,0.0
RUNX1,0.0
MYF6,0.0
MEF2D,0.0
NFE2L2,0.0
FOXC1,0.0
SOX12,0.0
SOX9,-0.0006635065586271314
HOXB8,-0.014269589385499392
EWSR1,0.0
MEIS1,0.009521496772647858
EP300,0.0
NFATC2,-0.0004155125312661928
ATF1,0.0
ELK4,0.0
BBX,0.0
ZBTB7A,0.0
RARB,-0.009124989891207254
LBX2,0.0
SMAD3,0.0
IRF4,-0.0006158719258348709
TBX21,-0.008242909704275731
ZNF148,0.0
ARID3A,0.0
IRF6,0.0009551919141495961
CUX1,0.0
E2F7,0.10405260973574543
SP1,0.0
BPTF,0.0
NR0B1,0.0
YY1,0.0
JUN,-7.959300121149199e-05
SP3,0.0
ELK3,0.0
PARP1,0.0
PKNOX1,0.0
PROX1,0.0
GLIS3,-0.19974208096415438
VENTX,-0.005379739634751998
BCL6B,0.0
BHLHE40,-1.5863200439123388e-07
ESRRA,0.0
RXRA,0.0004852989780854555
ZNF691,0.0
KLF4,0.0
FOS,0.0
NFE2L1,-0.0028412979837068686
PRRX1,0.000537802372719113
CREB3L2,0.0
IKZF2,0.1645192877247482
EHF,0.02456521427818265
RUNX2,0.0
ELF1,0.0
ETV6,0.0
SOX17,0.0
HIF1A,0.0
BRCA1,0.0011739953262203833
ZBED6,0.0
TFAP2C,0.05262869191916347
ZFX,0.0
NR4A2,0.0
CTCF,0.0
HOXA6,0.0
ERG,0.0
FOXL1,0.0
E2F2,0.00031232249828463076
HOXD1,-0.0019471618936496285
HOXD10,0.0
HES1,0.001089462097929511
ETV5,0.0
DR1,0.0
HOXA1,0.0008651274164074154
STAT5B,0.0
HNF1A,-0.018125479834160282
XBP1,0.0
NFKB1,0.0
ZBTB14,0.0
SNAI2,0.0010498227722916178
LHX6,0.011137545118909358
NR3C1,-0.0018783928791861243
TCF21,0.0
HOXA11,0.0
MEF2A,-0.0006137830168588522
ETV3,0.003185974006865303
SMAD1,0.0
STAT4,-0.003360162294196134
IKZF3,0.0
LHX1,-0.0018507035710234557
ZBTB18,-0.005711478357776745
MEIS2,0.0
ZNF217,0.0
FOSL1,0.0
RFX7,0.00347131404999697
STAT5A,0.0
ARID5A,-0.0005400604920474256
PAX5,0.006977174895872507
ZNF281,0.0
NR2F2,0.0
ZNF282,0.0002593366452120848
PBX1,0.016367722040965746
SMAD4,-0.001015530410320441
FOXF2,0.07948738911173608
BDP1,0.0
GLI3,0.0
ETS1,0.0
E2F3,0.0
ZNF143,0.0
KLF7,0.0
PRRX2,0.0024794569536185024
FOXC2,0.0
NR3C2,-0.020873170180334442
NR2F1,0.0
PRDM1,0.0
HOXD11,0.0
SP100,0.0
POLR3A,0.0
