,Coefficient
MESP1,0.0003762092875398403
RUNX3,0.00011168479536942604
ELK3,0.21785971122199077
MEF2A,-0.02721299473827083
PROX1,-0.005542881680737044
DDIT3,0.0
HOXD3,-0.0020634216948131725
ESRRA,-0.02089221690977634
TCF7L2,0.0
MEIS2,0.0
HMGA1,0.023288385137366863
NFE2L1,0.0
MAF,-0.14985904452032053
ARID5A,0.00047079662617419826
CREB3L2,0.011075384960318534
PBX1,-0.001495639718452321
ELF1,-6.963536845154493e-05
FOXC1,0.1643097687703513
FOXF2,0.05748607538961317
GFI1,0.0
GLI3,0.009249877675669961
MEIS1,0.0
SREBF2,0.0
NFATC2,-0.05667888510834322
ZNF143,-0.015428909730825604
HOXB6,0.04659970364655855
ELK4,0.0
CREB1,0.0
THRB,0.0
PEG10,0.010329639792234136
TEAD1,0.0
GMEB1,-0.00018155137574196378
