,Coefficient
KLF16,0.20472540727729785
SIRT6,0.18922248805813688
GTF2IRD1,0.11932497623556174
NFKB2,0.12804380461787987
SOX11,0.17765850231923846
BACH2,0.12111227416319528
SOX4,0.18681468674966678
ERF,0.08712555340703605
