,Alt_ID,in_degree,out_degree,out/in
PEBP1,PEBP1,6.0,5.0,0.8333333333333334
GZF1,GZF1,5.0,4.0,0.8
FOXO1,FOXO1,5.0,4.0,0.8
YY1,YY1,5.0,4.0,0.8
RFX7,RFX7,5.0,4.0,0.8
RARG,RARG,5.0,4.0,0.8
MSX1,MSX1,9.0,7.0,0.7777777777777778
ZBTB6,ZBTB6,4.0,3.0,0.75
ETV7,ETV7,4.0,3.0,0.75
KLF7,KLF7,4.0,3.0,0.75
PLAG1,PLAG1,8.0,6.0,0.75
CEBPZ,CEBPZ,4.0,3.0,0.75
FOXO3,FOXO3,7.0,5.0,0.7142857142857143
ZSCAN26,ZSCAN26,7.0,5.0,0.7142857142857143
EMX2,EMX2,7.0,5.0,0.7142857142857143
PRRX1,PRRX1,10.0,7.0,0.7
NR3C1,NR3C1,10.0,7.0,0.7
THRB,THRB,9.0,6.0,0.6666666666666666
ZNF217,ZNF217,3.0,2.0,0.6666666666666666
GLIS2,GLIS2,11.0,7.0,0.6363636363636364
IKZF2,IKZF2,8.0,5.0,0.625
MAFK,MAFK,8.0,5.0,0.625
CEBPG,CEBPG,8.0,5.0,0.625
ETV5,ETV5,5.0,3.0,0.6
SP1,SP1,10.0,6.0,0.6
EGR2,EGR2,5.0,3.0,0.6
SF1,SF1,5.0,3.0,0.6
ESR1,ESR1,10.0,6.0,0.6
SP4,SP4,5.0,3.0,0.6
HOXD10,HOXD10,5.0,3.0,0.6
SMAD3,SMAD3,5.0,3.0,0.6
HNF1A,HNF1A,5.0,3.0,0.6
SOX11,SOX11,17.0,10.0,0.5882352941176471
GATA2,GATA2,7.0,4.0,0.5714285714285714
RORA,RORA,6.0,3.0,0.5
ESRRA,ESRRA,8.0,4.0,0.5
USF1,USF1,10.0,5.0,0.5
PPARA,PPARA,4.0,2.0,0.5
FOXJ2,FOXJ2,4.0,2.0,0.5
MEF2A,MEF2A,4.0,2.0,0.5
NFE2L2,NFE2L2,6.0,3.0,0.5
LHX9,LHX9,4.0,2.0,0.5
ALX1,ALX1,4.0,2.0,0.5
HOXB7,HOXB7,2.0,1.0,0.5
HLTF,HLTF,4.0,2.0,0.5
NR2F1,NR2F1,6.0,3.0,0.5
MAX,MAX,4.0,2.0,0.5
ZNF423,ZNF423,6.0,3.0,0.5
E2F6,E2F6,4.0,2.0,0.5
GSC,GSC,2.0,1.0,0.5
MECP2,MECP2,4.0,2.0,0.5
FOXP3,FOXP3,4.0,2.0,0.5
VBP1,VBP1,6.0,3.0,0.5
ESRRG,ESRRG,9.0,4.0,0.4444444444444444
FOXC1,FOXC1,9.0,4.0,0.4444444444444444
HOXD13,HOXD13,7.0,3.0,0.42857142857142855
ARID3A,ARID3A,7.0,3.0,0.42857142857142855
MNX1,MNX1,7.0,3.0,0.42857142857142855
ELF2,ELF2,5.0,2.0,0.4
ELF4,ELF4,10.0,4.0,0.4
ETV2,ETV2,5.0,2.0,0.4
CREB5,CREB5,5.0,2.0,0.4
ELF3,ELF3,8.0,3.0,0.375
SOX9,SOX9,8.0,3.0,0.375
MAFG,MAFG,8.0,3.0,0.375
MECOM,MECOM,11.0,4.0,0.36363636363636365
MEOX1,MEOX1,9.0,3.0,0.3333333333333333
HINFP,HINFP,6.0,2.0,0.3333333333333333
VENTX,VENTX,3.0,1.0,0.3333333333333333
KLF16,KLF16,9.0,3.0,0.3333333333333333
IRF3,IRF3,9.0,3.0,0.3333333333333333
HSF2,HSF2,3.0,1.0,0.3333333333333333
PKNOX1,PKNOX1,3.0,1.0,0.3333333333333333
GATA3,GATA3,12.0,4.0,0.3333333333333333
SPDEF,SPDEF,11.0,3.0,0.2727272727272727
ZBTB33,ZBTB33,4.0,1.0,0.25
SP8,SP8,4.0,1.0,0.25
ZNF35,ZNF35,4.0,1.0,0.25
ZSCAN16,ZSCAN16,5.0,1.0,0.2
MESP1,MESP1,5.0,1.0,0.2
EWSR1,EWSR1,5.0,1.0,0.2
SOX30,SOX30,5.0,1.0,0.2
FOXO4,FOXO4,15.0,3.0,0.2
SATB1,SATB1,6.0,1.0,0.16666666666666666
TNFRSF4,TNFRSF4,18.0,3.0,0.16666666666666666
MAFB,MAFB,7.0,1.0,0.14285714285714285
ETS1,ETS1,7.0,1.0,0.14285714285714285
TRIM28,TRIM28,8.0,1.0,0.125
LMX1A,LMX1A,8.0,1.0,0.125
VAX2,VAX2,26.0,3.0,0.11538461538461539
POU3F2,POU3F2,10.0,1.0,0.1
MEOX2,MEOX2,10.0,1.0,0.1
NFATC2,NFATC2,11.0,1.0,0.09090909090909091
MYOD1,MYOD1,44.0,1.0,0.022727272727272728
IRX3,IRX3,6.0,0.0,0.0
HIC2,HIC2,3.0,0.0,0.0
RFC5,RFC5,4.0,0.0,0.0
FOXB1,FOXB1,62.0,0.0,0.0
RFX5,RFX5,6.0,0.0,0.0
ALX3,ALX3,3.0,0.0,0.0
FOXQ1,FOXQ1,6.0,0.0,0.0
PLAGL1,PLAGL1,3.0,0.0,0.0
NKX6-2,NKX6-2,5.0,0.0,0.0
TFCP2L1,TFCP2L1,15.0,0.0,0.0
HDX,HDX,4.0,0.0,0.0
NKX2-8,NKX2-8,5.0,0.0,0.0
DMRT1,DMRT1,4.0,0.0,0.0
PDX1,PDX1,1.0,0.0,0.0
