,Alt_ID,in_degree,out_degree,out/in
DLX1,DLX1,1.0,12.0,12.0
HOXA2,HOXA2,1.0,8.0,8.0
HMGA2,HMGA2,3.0,20.0,6.666666666666667
OTX2,OTX2,1.0,6.0,6.0
ARID5B,ARID5B,1.0,6.0,6.0
TBX4,TBX4,1.0,5.0,5.0
ZBTB7A,ZBTB7A,1.0,5.0,5.0
SP3,SP3,3.0,14.0,4.666666666666667
CLOCK,CLOCK,3.0,13.0,4.333333333333333
GTF2A1,GTF2A1,3.0,13.0,4.333333333333333
CREB1,CREB1,4.0,16.0,4.0
HIVEP2,HIVEP2,3.0,12.0,4.0
ELK4,ELK4,3.0,12.0,4.0
ZBED6,ZBED6,3.0,12.0,4.0
SNAI2,SNAI2,3.0,12.0,4.0
BDP1,BDP1,2.0,8.0,4.0
ETV3,ETV3,3.0,12.0,4.0
ETS2,ETS2,3.0,11.0,3.6666666666666665
SP100,SP100,2.0,7.0,3.5
RUNX2,RUNX2,2.0,7.0,3.5
CREB3L1,CREB3L1,4.0,14.0,3.5
ZEB1,ZEB1,5.0,16.0,3.2
CREB3L2,CREB3L2,4.0,12.0,3.0
SIX1,SIX1,3.0,9.0,3.0
DR1,DR1,2.0,6.0,3.0
RFX2,RFX2,2.0,6.0,3.0
ETV4,ETV4,4.0,12.0,3.0
JUN,JUN,3.0,9.0,3.0
ZFX,ZFX,3.0,9.0,3.0
KLF12,KLF12,5.0,14.0,2.8
ATF1,ATF1,4.0,11.0,2.75
BACH1,BACH1,4.0,11.0,2.75
REST,REST,3.0,8.0,2.6666666666666665
NR1H2,NR1H2,3.0,8.0,2.6666666666666665
NFYA,NFYA,3.0,8.0,2.6666666666666665
HOXD1,HOXD1,3.0,8.0,2.6666666666666665
ETV1,ETV1,5.0,13.0,2.6
SIRT6,SIRT6,4.0,10.0,2.5
GLIS3,GLIS3,4.0,10.0,2.5
GLI3,GLI3,4.0,10.0,2.5
PKNOX2,PKNOX2,2.0,5.0,2.5
MAFF,MAFF,2.0,5.0,2.5
GTF2I,GTF2I,6.0,15.0,2.5
RUNX1,RUNX1,4.0,10.0,2.5
ZNF8,ZNF8,2.0,5.0,2.5
NFAT5,NFAT5,5.0,12.0,2.4
E2F8,E2F8,3.0,7.0,2.3333333333333335
BRCA1,BRCA1,3.0,7.0,2.3333333333333335
RARA,RARA,9.0,21.0,2.3333333333333335
GLI2,GLI2,3.0,7.0,2.3333333333333335
DLX5,DLX5,4.0,9.0,2.25
POU2F1,POU2F1,4.0,9.0,2.25
RARB,RARB,4.0,9.0,2.25
HOXD8,HOXD8,4.0,9.0,2.25
OSR2,OSR2,5.0,11.0,2.2
MAF,MAF,5.0,11.0,2.2
ELK3,ELK3,6.0,13.0,2.1666666666666665
FOXK1,FOXK1,7.0,15.0,2.142857142857143
GABPA,GABPA,3.0,6.0,2.0
SMAD4,SMAD4,3.0,6.0,2.0
MGA,MGA,2.0,4.0,2.0
LMO2,LMO2,4.0,8.0,2.0
HMBOX1,HMBOX1,3.0,6.0,2.0
TTF1,TTF1,3.0,6.0,2.0
REL,REL,4.0,8.0,2.0
HOXA5,HOXA5,4.0,8.0,2.0
BACH2,BACH2,5.0,10.0,2.0
NF1,NF1,2.0,4.0,2.0
HOXD11,HOXD11,2.0,4.0,2.0
E4F1,E4F1,2.0,4.0,2.0
SOX5,SOX5,5.0,10.0,2.0
MYC,MYC,5.0,9.0,1.8
GTF2IRD1,GTF2IRD1,5.0,9.0,1.8
PARP1,PARP1,5.0,9.0,1.8
E2F3,E2F3,4.0,7.0,1.75
LHX6,LHX6,4.0,7.0,1.75
ATF3,ATF3,3.0,5.0,1.6666666666666667
TEAD3,TEAD3,3.0,5.0,1.6666666666666667
TP73,TP73,3.0,5.0,1.6666666666666667
BRF1,BRF1,3.0,5.0,1.6666666666666667
HIC1,HIC1,6.0,10.0,1.6666666666666667
FOXC2,FOXC2,5.0,8.0,1.6
EHF,EHF,7.0,11.0,1.5714285714285714
ZNF410,ZNF410,4.0,6.0,1.5
SIX4,SIX4,4.0,6.0,1.5
HENMT1,HENMT1,4.0,6.0,1.5
TCF7,TCF7,4.0,6.0,1.5
TFEB,TFEB,4.0,6.0,1.5
THRA,THRA,4.0,6.0,1.5
EP300,EP300,4.0,6.0,1.5
TERF1,TERF1,4.0,6.0,1.5
NFKB1,NFKB1,6.0,9.0,1.5
ZBTB14,ZBTB14,4.0,6.0,1.5
ARNT,ARNT,2.0,3.0,1.5
TFE3,TFE3,2.0,3.0,1.5
HOXA7,HOXA7,2.0,3.0,1.5
HOXC9,HOXC9,4.0,6.0,1.5
WT1,WT1,9.0,13.0,1.4444444444444444
ELK1,ELK1,3.0,4.0,1.3333333333333333
SMAD1,SMAD1,3.0,4.0,1.3333333333333333
ZNF148,ZNF148,3.0,4.0,1.3333333333333333
HIF1A,HIF1A,3.0,4.0,1.3333333333333333
ZNF524,ZNF524,6.0,8.0,1.3333333333333333
CNOT3,CNOT3,3.0,4.0,1.3333333333333333
PATZ1,PATZ1,6.0,8.0,1.3333333333333333
RFX3,RFX3,7.0,9.0,1.2857142857142858
MIXL1,MIXL1,4.0,5.0,1.25
TAL1,TAL1,4.0,5.0,1.25
CDC5L,CDC5L,4.0,5.0,1.25
NR2C2,NR2C2,4.0,5.0,1.25
ZNF281,ZNF281,4.0,5.0,1.25
TBP,TBP,4.0,5.0,1.25
HSF4,HSF4,4.0,5.0,1.25
TEAD1,TEAD1,5.0,6.0,1.2
HOXA1,HOXA1,5.0,6.0,1.2
SREBF1,SREBF1,5.0,6.0,1.2
TCF4,TCF4,6.0,7.0,1.1666666666666667
TGIF2,TGIF2,7.0,8.0,1.1428571428571428
PBX1,PBX1,7.0,8.0,1.1428571428571428
FOXJ3,FOXJ3,8.0,9.0,1.125
BBX,BBX,4.0,4.0,1.0
TBX20,TBX20,2.0,2.0,1.0
ERF,ERF,9.0,9.0,1.0
IRF7,IRF7,3.0,3.0,1.0
KLF13,KLF13,5.0,5.0,1.0
LHX1,LHX1,5.0,5.0,1.0
BCL6B,BCL6B,2.0,2.0,1.0
MAZ,MAZ,7.0,7.0,1.0
PRDM4,PRDM4,4.0,4.0,1.0
KLF4,KLF4,6.0,6.0,1.0
FOXJ1,FOXJ1,8.0,8.0,1.0
LBX2,LBX2,3.0,3.0,1.0
MTERF1,MTERF1,2.0,2.0,1.0
E2F2,E2F2,6.0,6.0,1.0
ATF2,ATF2,4.0,4.0,1.0
HLX,HLX,3.0,3.0,1.0
MZF1,MZF1,8.0,8.0,1.0
POLR3A,POLR3A,4.0,4.0,1.0
LHX4,LHX4,3.0,3.0,1.0
CREB3,CREB3,1.0,1.0,1.0
ZKSCAN3,ZKSCAN3,2.0,2.0,1.0
ELF1,ELF1,4.0,4.0,1.0
STAT3,STAT3,4.0,4.0,1.0
NR6A1,NR6A1,5.0,5.0,1.0
GATA6,GATA6,3.0,3.0,1.0
ZNF384,ZNF384,6.0,6.0,1.0
GABPB1,GABPB1,8.0,8.0,1.0
BPTF,BPTF,5.0,5.0,1.0
MYBL2,MYBL2,4.0,4.0,1.0
HOXA10,HOXA10,4.0,4.0,1.0
STAT1,STAT1,9.0,9.0,1.0
POU3F3,POU3F3,11.0,10.0,0.9090909090909091
ZNF219,ZNF219,8.0,7.0,0.875
ZNF628,ZNF628,6.0,5.0,0.8333333333333334
HOXA13,HOXA13,6.0,5.0,0.8333333333333334
FOXA2,FOXA2,6.0,5.0,0.8333333333333334
