,out_degree_aligned
TEAD1,8
RREB1,7
NR2C2,6
ELK4,6
FOXO3,5
SP3,5
MNT,5
GLIS3,5
ZBTB4,4
PARP1,4
ZFX,4
NRF1,3
E2F7,3
NFAT5,3
ZBTB7A,3
SP1,3
BBX,3
GMEB1,2
IRF9,2
RFX5,2
MAFG,2
ARNT,2
TBX18,2
NR3C1,2
HOXA3,2
ELF1,2
TFEB,1
E4F1,1
TFE3,1
GMEB2,1
LHX4,1
POU3F4,1
RARG,1
YY1,1
MEIS2,1
NR2F1,1
EVX2,1
ZNF282,0
NANOG,0
AR,0
YY2,0
NR4A1,0
