,Coefficient
NFKB1,0.0
UNCX,0.0
ELF1,0.0
MEF2A,0.0
TBX18,0.0
NR2F2,0.0
BARX1,0.0
VBP1,0.0
TCF7L2,-0.0032124539378333445
NFAT5,0.0
FOXF2,0.0
CREB3L2,0.0
IKZF1,0.007780854221192482
CREB3L1,0.0
RARA,-0.0025790252241280915
NR3C1,0.0
FOXA1,0.0
CREB3,-9.630039632399022e-05
BHLHE41,0.0007995878147792296
IRF2,0.0006763460366740583
GLIS2,0.0
NFIX,0.0
POU4F1,-0.012046917648424138
JUN,0.0
ELK3,0.08155145470624689
ZSCAN26,0.0
ISL1,-0.11671493375135437
MECOM,-0.02653596226130841
NFE2L2,0.0033819940151746746
TBX4,0.0
HOXB4,0.0
FOXL1,0.0
PAX3,-0.0003987513980469236
PROX1,-0.0037865888363285026
NOBOX,0.0
SIX3,0.0
HENMT1,0.030373875271090436
XBP1,0.0
NR1I2,-0.11027695001387607
DLX5,0.0
HOXD11,0.0
HOXD9,-0.00015693996987174963
ZNF219,-0.0004980045652350757
ETV1,0.04590627556139142
GLI3,-0.009584393026436419
BACH2,0.0
TBX15,0.0
PAX9,0.0
MGA,0.019955828865363696
SOX15,0.2703635988005212
HOXA11,0.0
FOXJ3,0.0
FOXO3,0.0
PBX1,-0.027730856369678012
ZEB1,0.0
SPZ1,0.0019017450109728017
HOXC8,-0.0005432818787140112
FOXD1,-0.0023904093380947193
ZBED6,0.0
HOXD8,0.0
NR6A1,0.0621296065496405
RFX2,0.0
SHOX2,0.0
MEIS1,-0.002695038240254611
DR1,0.0
SOX12,0.0
MEOX2,-0.00027377554645332294
POU3F3,0.0
TBR1,-0.003692963966755281
STAT3,0.0010657261182245123
MAF,0.0
RARB,-0.00041757998296499256
NFIB,0.0
PEBP1,0.009734305070791495
SOX5,-0.007646467561507556
HOXA2,-0.011599369237091817
RBPJ,0.0005513361012094097
ETV5,0.0317496513418076
HOXD3,0.0
NR2F1,0.0
TBX20,0.0
