,Alt_ID,in_degree,out_degree,out/in
TRIM28,TRIM28,6.0,1.0,0.16666666666666666
TNFRSF25,TNFRSF25,6.0,1.0,0.16666666666666666
ESRRA,ESRRA,7.0,1.0,0.14285714285714285
E2F6,E2F6,10.0,1.0,0.1
ZSCAN26,ZSCAN26,15.0,1.0,0.06666666666666667
LHX4,LHX4,3.0,0.0,0.0
AR,AR,3.0,0.0,0.0
HENMT1,HENMT1,9.0,0.0,0.0
CPEB1,CPEB1,29.0,0.0,0.0
RAX,RAX,1.0,0.0,0.0
DEAF1,DEAF1,3.0,0.0,0.0
GSC2,GSC2,3.0,0.0,0.0
FOXA1,FOXA1,4.0,0.0,0.0
EOMES,EOMES,3.0,0.0,0.0
SH2D1A,SH2D1A,4.0,0.0,0.0
ZNF35,ZNF35,3.0,0.0,0.0
HIC2,HIC2,6.0,0.0,0.0
HINFP,HINFP,2.0,0.0,0.0
DMRTA1,DMRTA1,2.0,0.0,0.0
HDX,HDX,4.0,0.0,0.0
PEBP1,PEBP1,2.0,0.0,0.0
HOXD1,HOXD1,7.0,0.0,0.0
ZNF713,ZNF713,5.0,0.0,0.0
