,Alt_ID,in_degree,out_degree,out/in
CLOCK,CLOCK,1.0,9.0,9.0
DDIT3,DDIT3,1.0,7.0,7.0
ZBED6,ZBED6,2.0,13.0,6.5
ARID5B,ARID5B,2.0,12.0,6.0
ZFX,ZFX,2.0,12.0,6.0
ETV3,ETV3,1.0,6.0,6.0
ETV1,ETV1,2.0,11.0,5.5
GZF1,GZF1,1.0,5.0,5.0
MNT,MNT,2.0,10.0,5.0
NFATC4,NFATC4,2.0,8.0,4.0
IKZF3,IKZF3,2.0,8.0,4.0
SP100,SP100,2.0,8.0,4.0
FLI1,FLI1,3.0,11.0,3.6666666666666665
ETS2,ETS2,2.0,7.0,3.5
ELK4,ELK4,2.0,7.0,3.5
OSR2,OSR2,2.0,7.0,3.5
NF1,NF1,2.0,7.0,3.5
ELK3,ELK3,4.0,13.0,3.25
TNFRSF10A,TNFRSF10A,1.0,3.0,3.0
ATF2,ATF2,2.0,6.0,3.0
MTERF1,MTERF1,2.0,6.0,3.0
NFAT5,NFAT5,3.0,9.0,3.0
TBP,TBP,1.0,3.0,3.0
REL,REL,3.0,9.0,3.0
DR1,DR1,2.0,6.0,3.0
ARNT,ARNT,1.0,3.0,3.0
FOXO3,FOXO3,5.0,14.0,2.8
KLF12,KLF12,3.0,8.0,2.6666666666666665
RBPJ,RBPJ,3.0,8.0,2.6666666666666665
TFEC,TFEC,2.0,5.0,2.5
ZNF281,ZNF281,2.0,5.0,2.5
RFX7,RFX7,4.0,10.0,2.5
BRCA1,BRCA1,2.0,5.0,2.5
E2F3,E2F3,4.0,10.0,2.5
XBP1,XBP1,2.0,5.0,2.5
ZNF143,ZNF143,4.0,10.0,2.5
NFYA,NFYA,3.0,7.0,2.3333333333333335
MEF2A,MEF2A,3.0,7.0,2.3333333333333335
GMEB1,GMEB1,3.0,7.0,2.3333333333333335
E4F1,E4F1,1.0,2.0,2.0
SP4,SP4,3.0,6.0,2.0
ZNF524,ZNF524,2.0,4.0,2.0
PLAGL1,PLAGL1,3.0,6.0,2.0
E2F7,E2F7,2.0,4.0,2.0
ZNF784,ZNF784,1.0,2.0,2.0
TFAP4,TFAP4,3.0,6.0,2.0
ZNF589,ZNF589,1.0,2.0,2.0
CREB5,CREB5,1.0,2.0,2.0
IKZF2,IKZF2,4.0,8.0,2.0
BDP1,BDP1,4.0,7.0,1.75
KLF7,KLF7,3.0,5.0,1.6666666666666667
ZNF384,ZNF384,3.0,5.0,1.6666666666666667
HIVEP2,HIVEP2,3.0,5.0,1.6666666666666667
NFKB1,NFKB1,3.0,5.0,1.6666666666666667
FOXP1,FOXP1,5.0,8.0,1.6
GLIS3,GLIS3,5.0,8.0,1.6
POU2F1,POU2F1,5.0,8.0,1.6
IRF2,IRF2,5.0,8.0,1.6
PRDM4,PRDM4,2.0,3.0,1.5
SOX2,SOX2,2.0,3.0,1.5
MESP1,MESP1,2.0,3.0,1.5
FOXJ3,FOXJ3,6.0,9.0,1.5
SP3,SP3,6.0,9.0,1.5
RFX3,RFX3,6.0,9.0,1.5
ZNF628,ZNF628,4.0,6.0,1.5
HMBOX1,HMBOX1,4.0,6.0,1.5
HESX1,HESX1,2.0,3.0,1.5
HBP1,HBP1,7.0,10.0,1.4285714285714286
RARA,RARA,7.0,10.0,1.4285714285714286
ERF,ERF,5.0,7.0,1.4
ZNF652,ZNF652,9.0,12.0,1.3333333333333333
TCF7L2,TCF7L2,6.0,8.0,1.3333333333333333
EP300,EP300,3.0,4.0,1.3333333333333333
PURA,PURA,3.0,4.0,1.3333333333333333
GLI1,GLI1,7.0,9.0,1.2857142857142858
FOSL1,FOSL1,4.0,5.0,1.25
ZNF148,ZNF148,4.0,5.0,1.25
SMAD4,SMAD4,4.0,5.0,1.25
MEIS1,MEIS1,5.0,6.0,1.2
ZNF8,ZNF8,5.0,6.0,1.2
NR2C2,NR2C2,5.0,6.0,1.2
HIC1,HIC1,6.0,7.0,1.1666666666666667
RXRA,RXRA,6.0,7.0,1.1666666666666667
NFE2L2,NFE2L2,8.0,9.0,1.125
BCL6,BCL6,11.0,12.0,1.0909090909090908
ZKSCAN3,ZKSCAN3,5.0,5.0,1.0
CREB3,CREB3,1.0,1.0,1.0
SP1,SP1,6.0,6.0,1.0
DBP,DBP,4.0,4.0,1.0
HSF2,HSF2,2.0,2.0,1.0
RFC5,RFC5,3.0,3.0,1.0
TEAD1,TEAD1,7.0,7.0,1.0
E2F8,E2F8,3.0,3.0,1.0
GSC,GSC,7.0,7.0,1.0
BRF1,BRF1,4.0,4.0,1.0
CDC5L,CDC5L,2.0,2.0,1.0
SOX12,SOX12,7.0,7.0,1.0
MYBL1,MYBL1,3.0,3.0,1.0
ZBTB6,ZBTB6,3.0,3.0,1.0
GTF2A1,GTF2A1,3.0,3.0,1.0
YY2,YY2,1.0,1.0,1.0
BARX1,BARX1,1.0,1.0,1.0
BACH2,BACH2,3.0,3.0,1.0
SIX4,SIX4,2.0,2.0,1.0
PHOX2B,PHOX2B,1.0,1.0,1.0
OTX1,OTX1,6.0,6.0,1.0
RREB1,RREB1,8.0,7.0,0.875
MTF1,MTF1,7.0,6.0,0.8571428571428571
SOX4,SOX4,7.0,6.0,0.8571428571428571
SOX5,SOX5,7.0,6.0,0.8571428571428571
SREBF1,SREBF1,6.0,5.0,0.8333333333333334
PAX3,PAX3,6.0,5.0,0.8333333333333334
ETS1,ETS1,5.0,4.0,0.8
TGIF2,TGIF2,13.0,10.0,0.7692307692307693
FOXM1,FOXM1,4.0,3.0,0.75
ELF2,ELF2,4.0,3.0,0.75
GMEB2,GMEB2,4.0,3.0,0.75
GABPA,GABPA,11.0,8.0,0.7272727272727273
RORA,RORA,7.0,5.0,0.7142857142857143
KLF15,KLF15,6.0,4.0,0.6666666666666666
ETV6,ETV6,3.0,2.0,0.6666666666666666
ELF3,ELF3,3.0,2.0,0.6666666666666666
POU3F3,POU3F3,9.0,6.0,0.6666666666666666
KLF11,KLF11,3.0,2.0,0.6666666666666666
ALX3,ALX3,3.0,2.0,0.6666666666666666
ESR1,ESR1,3.0,2.0,0.6666666666666666
ELF1,ELF1,6.0,4.0,0.6666666666666666
TEAD4,TEAD4,8.0,5.0,0.625
RFX1,RFX1,5.0,3.0,0.6
RFX5,RFX5,5.0,3.0,0.6
NR3C1,NR3C1,10.0,6.0,0.6
STAT5B,STAT5B,5.0,3.0,0.6
BPTF,BPTF,5.0,3.0,0.6
GLIS2,GLIS2,7.0,4.0,0.5714285714285714
SIRT6,SIRT6,7.0,4.0,0.5714285714285714
HOXC5,HOXC5,2.0,1.0,0.5
MAZ,MAZ,6.0,3.0,0.5
NR3C2,NR3C2,4.0,2.0,0.5
TBX1,TBX1,4.0,2.0,0.5
PEG10,PEG10,4.0,2.0,0.5
NFYC,NFYC,6.0,3.0,0.5
CENPB,CENPB,2.0,1.0,0.5
YY1,YY1,4.0,2.0,0.5
ZBTB18,ZBTB18,2.0,1.0,0.5
ERG,ERG,4.0,2.0,0.5
TP63,TP63,9.0,4.0,0.4444444444444444
SOX18,SOX18,9.0,4.0,0.4444444444444444
PKNOX1,PKNOX1,7.0,3.0,0.42857142857142855
POU3F2,POU3F2,5.0,2.0,0.4
MYBL2,MYBL2,5.0,2.0,0.4
GRHL1,GRHL1,5.0,2.0,0.4
DMBX1,DMBX1,5.0,2.0,0.4
DLX3,DLX3,5.0,2.0,0.4
ZBTB33,ZBTB33,5.0,2.0,0.4
PROX1,PROX1,8.0,3.0,0.375
CEBPG,CEBPG,8.0,3.0,0.375
ATF5,ATF5,3.0,1.0,0.3333333333333333
EN1,EN1,6.0,2.0,0.3333333333333333
ZNF740,ZNF740,6.0,2.0,0.3333333333333333
GBX2,GBX2,3.0,1.0,0.3333333333333333
KLF16,KLF16,3.0,1.0,0.3333333333333333
ATF4,ATF4,3.0,1.0,0.3333333333333333
ONECUT1,ONECUT1,7.0,2.0,0.2857142857142857
HSF1,HSF1,4.0,1.0,0.25
PLAG1,PLAG1,4.0,1.0,0.25
MAFG,MAFG,8.0,2.0,0.25
PITX1,PITX1,8.0,2.0,0.25
POU3F1,POU3F1,5.0,1.0,0.2
MECP2,MECP2,11.0,2.0,0.18181818181818182
TBX19,TBX19,11.0,2.0,0.18181818181818182
