,Coefficient
RORA,0.0338439596809192
SIX1,-0.01512826145345189
RUNX1,0.03701151204696975
NR2F1,0.199718393322032
EGR2,0.11505738785147354
NEUROD2,0.03785166709513476
ETV1,0.02621905358442938
GATA4,0.09531589229342767
OTX1,-0.020908335738924567
NR2F2,0.04608633051230255
KLF12,0.05393898893281283
