,out_degree_aligned
CEBPB,14
BCL6,14
TFEB,8
NFIL3,6
RARA,6
VDR,4
ZBTB7A,4
CEBPD,4
PRRX1,4
JUN,4
EGR2,4
SIX1,4
STAT6,3
NR2F2,3
JDP2,3
ZBTB18,2
MSX2,2
HLX,2
PPARG,2
RXRA,2
CREB5,2
MAFB,2
NR4A2,2
POU2F2,1
DLX6,0
HOXD1,0
ATF5,0
MAFG,0
SIX2,0
ID4,0
