,Coefficient
FOXC1,1.627120046731027e-05
ELK3,0.0
FOXC2,0.01858708322242395
TFAP2C,-0.01026624788722426
OSR2,0.0
ELF1,-0.0007119942166369853
KLF7,0.012023449017360587
ELF4,0.15829561996767405
RARB,-0.001528201576312534
NFE2L1,0.0
HIF1A,-4.7778637909586566e-05
IKZF2,0.0
E2F3,0.0027716677614195977
NFATC4,0.0016013768629629093
STAT6,0.0
MECOM,0.25720077961049137
BHLHE41,-0.0015530602763693005
GTF2A1,0.0
HOXA3,0.051385453412045104
CTCF,-0.001876669407173157
IRX2,-0.0212654823678127
OTX1,0.0014156914129025517
CDC5L,-0.00476348618500296
HOXA4,-0.0028170889810913923
TCF7L2,0.06572783158090652
RUNX2,0.0030947972636395375
