,Coefficient
SOX2,0.020808144088134188
NFE2L2,-0.011209012641441947
SHOX2,0.002667671840808612
ARID5B,-0.0026096672333941156
HIVEP2,-0.0032678082237543077
BPTF,-0.0013933377564702542
JUN,0.0019832958743203326
MAF,-0.014730200422460205
GLIS2,0.016476301281403583
NFIA,-0.009852336090380087
MECOM,0.42950799051461724
MGA,-0.03394976894973147
FOXJ3,0.0
NFIB,-0.021687773410493848
REL,-0.004807933543857553
ZSCAN26,-0.002465304422027273
STAT3,0.0
ZNF281,0.0
SOX30,-0.02391889398931976
CUX1,-0.02299598486074655
IKZF3,-0.012683900990663166
ETV1,-0.0008459988497976415
FOXF2,0.2063888374246217
DLX5,-0.015270138300045453
GMEB1,-0.004754209713413153
GLIS3,0.026127570080011306
ZBTB18,-0.028304768350401365
RARA,0.011095903868058086
PBX1,0.03160452797098916
GLI3,0.0
KLF12,0.00014100121333498157
PROX1,0.02622993508569427
HLTF,-0.020513703352648568
TBX5,0.0027481347199829064
IRF4,0.0003894122079859183
SNAI2,0.0014511118628537647
NR2F2,0.0
TERF1,0.0
RARB,0.0
ELF1,0.0
SOX5,-0.00477339623235197
BRCA1,0.001058620385850084
ZBTB4,-0.0012041985617880098
TBX15,0.019999734738205415
CREB3L2,-0.006982104331876603
ELK1,0.0
BACH1,0.0010571388644370217
BBX,0.0
NFAT5,-0.009917472673974866
ZNF524,-0.02904363657312408
SOX15,-0.013992467171257579
NKX2-3,-0.020368732707917524
ATF7,0.0
ELK3,0.0032313833655899845
E2F8,0.001165573048934675
FOXO3,0.0
TBX19,-0.005232940884303079
FOXC1,0.0541613647925357
CREB3,0.0
TCF7L2,0.0
ZBED6,0.0
IKZF1,-0.00446649139362008
REST,0.0
ETS2,0.04404922706736419
