,Alt_ID,in_degree,out_degree,out/in
TFAP2C,TFAP2C,1.0,11.0,11.0
ETV4,ETV4,2.0,20.0,10.0
FOXI1,FOXI1,1.0,7.0,7.0
SOX2,SOX2,1.0,6.0,6.0
E4F1,E4F1,1.0,5.0,5.0
CLOCK,CLOCK,2.0,10.0,5.0
TEAD1,TEAD1,3.0,15.0,5.0
GLIS3,GLIS3,2.0,9.0,4.5
FOS,FOS,2.0,9.0,4.5
EBF1,EBF1,3.0,13.0,4.333333333333333
ZNF143,ZNF143,3.0,12.0,4.0
DLX1,DLX1,4.0,16.0,4.0
NFATC4,NFATC4,4.0,15.0,3.75
HMGA1,HMGA1,4.0,15.0,3.75
HES1,HES1,3.0,11.0,3.6666666666666665
SHOX2,SHOX2,3.0,10.0,3.3333333333333335
SIX1,SIX1,3.0,10.0,3.3333333333333335
TCF21,TCF21,3.0,9.0,3.0
PARP1,PARP1,4.0,12.0,3.0
POU3F3,POU3F3,5.0,15.0,3.0
PRRX1,PRRX1,5.0,15.0,3.0
ZEB1,ZEB1,5.0,15.0,3.0
TBX15,TBX15,2.0,6.0,3.0
CNOT3,CNOT3,3.0,9.0,3.0
ZNF589,ZNF589,2.0,6.0,3.0
MAFF,MAFF,2.0,6.0,3.0
USF1,USF1,3.0,8.0,2.6666666666666665
NF1,NF1,3.0,8.0,2.6666666666666665
WT1,WT1,3.0,8.0,2.6666666666666665
ETV3,ETV3,3.0,8.0,2.6666666666666665
EMX2,EMX2,4.0,10.0,2.5
CREM,CREM,2.0,5.0,2.5
TFEC,TFEC,4.0,10.0,2.5
NFIA,NFIA,7.0,17.0,2.4285714285714284
NR2C2,NR2C2,3.0,7.0,2.3333333333333335
ZNF524,ZNF524,4.0,9.0,2.25
RORA,RORA,4.0,9.0,2.25
HOXB5,HOXB5,4.0,9.0,2.25
MZF1,MZF1,4.0,9.0,2.25
FOXL1,FOXL1,4.0,9.0,2.25
GATA6,GATA6,4.0,9.0,2.25
HOXD11,HOXD11,4.0,9.0,2.25
HBP1,HBP1,5.0,11.0,2.2
SMAD4,SMAD4,3.0,6.0,2.0
ESRRG,ESRRG,3.0,6.0,2.0
HOXA11,HOXA11,6.0,12.0,2.0
HLTF,HLTF,1.0,2.0,2.0
ZNF423,ZNF423,4.0,8.0,2.0
GLI2,GLI2,3.0,6.0,2.0
TFCP2L1,TFCP2L1,1.0,2.0,2.0
PBX1,PBX1,6.0,12.0,2.0
HES5,HES5,1.0,2.0,2.0
DLX5,DLX5,5.0,10.0,2.0
TFAP2E,TFAP2E,5.0,9.0,1.8
TFAP2A,TFAP2A,5.0,9.0,1.8
MEF2A,MEF2A,4.0,7.0,1.75
BACH1,BACH1,4.0,7.0,1.75
MEOX2,MEOX2,3.0,5.0,1.6666666666666667
MAFG,MAFG,3.0,5.0,1.6666666666666667
CREB3L1,CREB3L1,3.0,5.0,1.6666666666666667
TCF3,TCF3,5.0,8.0,1.6
HOXB6,HOXB6,2.0,3.0,1.5
BDP1,BDP1,2.0,3.0,1.5
GABPA,GABPA,4.0,6.0,1.5
GMEB1,GMEB1,6.0,9.0,1.5
NR3C2,NR3C2,2.0,3.0,1.5
TBX5,TBX5,2.0,3.0,1.5
ZBTB7A,ZBTB7A,2.0,3.0,1.5
PRDM4,PRDM4,2.0,3.0,1.5
ATF1,ATF1,5.0,7.0,1.4
BPTF,BPTF,3.0,4.0,1.3333333333333333
HOXC11,HOXC11,3.0,4.0,1.3333333333333333
TEAD4,TEAD4,3.0,4.0,1.3333333333333333
BATF3,BATF3,3.0,4.0,1.3333333333333333
ATF2,ATF2,3.0,4.0,1.3333333333333333
GTF2I,GTF2I,9.0,12.0,1.3333333333333333
EN1,EN1,3.0,4.0,1.3333333333333333
FOXD1,FOXD1,3.0,4.0,1.3333333333333333
TEAD3,TEAD3,4.0,5.0,1.25
RARG,RARG,4.0,5.0,1.25
FOXP1,FOXP1,9.0,11.0,1.2222222222222223
HIC1,HIC1,5.0,6.0,1.2
HLX,HLX,6.0,7.0,1.1666666666666667
FOSL1,FOSL1,6.0,7.0,1.1666666666666667
KLF15,KLF15,7.0,8.0,1.1428571428571428
EVX1,EVX1,1.0,1.0,1.0
MGA,MGA,2.0,2.0,1.0
EWSR1,EWSR1,3.0,3.0,1.0
E2F1,E2F1,3.0,3.0,1.0
CREB5,CREB5,3.0,3.0,1.0
BORCS8-MEF2B,BORCS8-MEF2B,4.0,4.0,1.0
HOXC9,HOXC9,4.0,4.0,1.0
TNFRSF4,TNFRSF4,2.0,2.0,1.0
MTF1,MTF1,6.0,6.0,1.0
ETV2,ETV2,2.0,2.0,1.0
ZBTB18,ZBTB18,3.0,3.0,1.0
PLAGL1,PLAGL1,2.0,2.0,1.0
ATF3,ATF3,2.0,2.0,1.0
SPIB,SPIB,4.0,4.0,1.0
BACH2,BACH2,4.0,4.0,1.0
MEIS3,MEIS3,3.0,3.0,1.0
LMX1B,LMX1B,1.0,1.0,1.0
LBX2,LBX2,8.0,8.0,1.0
HENMT1,HENMT1,4.0,4.0,1.0
SOX11,SOX11,3.0,3.0,1.0
MAF,MAF,9.0,8.0,0.8888888888888888
MAZ,MAZ,6.0,5.0,0.8333333333333334
MSC,MSC,11.0,9.0,0.8181818181818182
LEF1,LEF1,5.0,4.0,0.8
HOXD3,HOXD3,5.0,4.0,0.8
IRF6,IRF6,12.0,9.0,0.75
ID4,ID4,4.0,3.0,0.75
TBX2,TBX2,4.0,3.0,0.75
IRF7,IRF7,4.0,3.0,0.75
CDC5L,CDC5L,4.0,3.0,0.75
RFX3,RFX3,4.0,3.0,0.75
TCF7,TCF7,4.0,3.0,0.75
ZNF148,ZNF148,4.0,3.0,0.75
CEBPD,CEBPD,7.0,5.0,0.7142857142857143
ARID5A,ARID5A,7.0,5.0,0.7142857142857143
ARID3A,ARID3A,6.0,4.0,0.6666666666666666
HOXD12,HOXD12,9.0,6.0,0.6666666666666666
HOXB8,HOXB8,6.0,4.0,0.6666666666666666
GATA3,GATA3,6.0,4.0,0.6666666666666666
SOX18,SOX18,3.0,2.0,0.6666666666666666
HOXB7,HOXB7,3.0,2.0,0.6666666666666666
HOXD10,HOXD10,8.0,5.0,0.625
FOXO3,FOXO3,5.0,3.0,0.6
FOXC1,FOXC1,10.0,6.0,0.6
LHX1,LHX1,7.0,4.0,0.5714285714285714
MSX2,MSX2,7.0,4.0,0.5714285714285714
SOX8,SOX8,7.0,4.0,0.5714285714285714
MESP1,MESP1,2.0,1.0,0.5
HOXA13,HOXA13,6.0,3.0,0.5
ZKSCAN3,ZKSCAN3,4.0,2.0,0.5
PAX8,PAX8,18.0,9.0,0.5
SOX5,SOX5,4.0,2.0,0.5
ZNF784,ZNF784,4.0,2.0,0.5
HOXC10,HOXC10,8.0,4.0,0.5
ELF2,ELF2,4.0,2.0,0.5
PAX5,PAX5,2.0,1.0,0.5
TNFRSF25,TNFRSF25,2.0,1.0,0.5
HNF1B,HNF1B,10.0,5.0,0.5
NFE2L2,NFE2L2,9.0,4.0,0.4444444444444444
PKNOX2,PKNOX2,5.0,2.0,0.4
IRF3,IRF3,5.0,2.0,0.4
HSF1,HSF1,5.0,2.0,0.4
NKX3-2,NKX3-2,5.0,2.0,0.4
TFAP2B,TFAP2B,11.0,4.0,0.36363636363636365
ERF,ERF,14.0,5.0,0.35714285714285715
EN2,EN2,3.0,1.0,0.3333333333333333
FOXJ3,FOXJ3,6.0,2.0,0.3333333333333333
DMRT2,DMRT2,9.0,3.0,0.3333333333333333
BBX,BBX,6.0,2.0,0.3333333333333333
XBP1,XBP1,6.0,2.0,0.3333333333333333
VBP1,VBP1,3.0,1.0,0.3333333333333333
HOXB13,HOXB13,6.0,2.0,0.3333333333333333
HSF2,HSF2,3.0,1.0,0.3333333333333333
RBPJ,RBPJ,12.0,4.0,0.3333333333333333
NR0B1,NR0B1,6.0,2.0,0.3333333333333333
EHF,EHF,23.0,7.0,0.30434782608695654
FOXG1,FOXG1,27.0,8.0,0.2962962962962963
LHX9,LHX9,23.0,6.0,0.2608695652173913
ZBTB33,ZBTB33,4.0,1.0,0.25
ELK1,ELK1,8.0,2.0,0.25
HLF,HLF,4.0,1.0,0.25
PPARA,PPARA,4.0,1.0,0.25
PRRX2,PRRX2,4.0,1.0,0.25
MTERF1,MTERF1,8.0,2.0,0.25
NR4A2,NR4A2,4.0,1.0,0.25
FOXJ2,FOXJ2,4.0,1.0,0.25
CEBPZ,CEBPZ,4.0,1.0,0.25
SOX12,SOX12,10.0,2.0,0.2
DLX4,DLX4,6.0,1.0,0.16666666666666666
DMRTA1,DMRTA1,6.0,1.0,0.16666666666666666
YY1,YY1,6.0,1.0,0.16666666666666666
CPEB1,CPEB1,7.0,1.0,0.14285714285714285
MNX1,MNX1,16.0,2.0,0.125
HNF1A,HNF1A,8.0,1.0,0.125
ONECUT2,ONECUT2,9.0,1.0,0.1111111111111111
TBX1,TBX1,10.0,1.0,0.1
ATF5,ATF5,21.0,2.0,0.09523809523809523
POU2F3,POU2F3,12.0,1.0,0.08333333333333333
TBX18,TBX18,4.0,0.0,0.0
HOXB9,HOXB9,4.0,0.0,0.0
AIRE,AIRE,22.0,0.0,0.0
PITX2,PITX2,7.0,0.0,0.0
HDX,HDX,5.0,0.0,0.0
RXRA,RXRA,5.0,0.0,0.0
VAX2,VAX2,5.0,0.0,0.0
TCF7L1,TCF7L1,4.0,0.0,0.0
AR,AR,3.0,0.0,0.0
CDX1,CDX1,2.0,0.0,0.0
