,Alt_ID,in_degree,out_degree,out/in
ETV4,ETV4,2.0,20.0,10.0
FOS,FOS,2.0,9.0,4.5
EBF1,EBF1,3.0,13.0,4.333333333333333
NFATC4,NFATC4,4.0,15.0,3.75
PRRX1,PRRX1,5.0,15.0,3.0
MZF1,MZF1,4.0,9.0,2.25
HES5,HES5,1.0,2.0,2.0
DLX5,DLX5,5.0,10.0,2.0
MEOX2,MEOX2,3.0,5.0,1.6666666666666667
HOXC11,HOXC11,3.0,4.0,1.3333333333333333
BATF3,BATF3,3.0,4.0,1.3333333333333333
FOXP1,FOXP1,9.0,11.0,1.2222222222222223
FOSL1,FOSL1,6.0,7.0,1.1666666666666667
PLAGL1,PLAGL1,2.0,2.0,1.0
MSC,MSC,11.0,9.0,0.8181818181818182
CEBPD,CEBPD,7.0,5.0,0.7142857142857143
DMRT2,DMRT2,9.0,3.0,0.3333333333333333
EN2,EN2,3.0,1.0,0.3333333333333333
CPEB1,CPEB1,7.0,1.0,0.14285714285714285
POU2F3,POU2F3,12.0,1.0,0.08333333333333333
CDX1,CDX1,2.0,0.0,0.0
