,Coefficient
NFYA,0.0
MTF1,0.0
POU2F1,0.0
FOXO3,0.0
HOXC5,0.004190976968707105
IRX5,0.0
PROX1,0.0
KLF7,0.0
PAX9,0.0
PAX8,0.06025525667176468
ELF1,0.0
CUX1,0.0
DLX1,0.0
DR1,0.0
GTF2I,0.0
ETV2,0.0
RXRA,0.0
HOXD8,0.0
FOXJ3,0.0
HOXB5,0.0277363130000508
TFAP2C,-0.002498842461751088
NFIX,0.0
RUNX2,0.0
ETS1,0.0
ELK4,0.0
ELK3,-0.01438517353006389
NFE2L2,0.0
HOXA1,-0.0015762524314448412
HLTF,0.0
EGR1,0.0
SP1,0.0
HOXD9,0.0
KLF11,0.0
RREB1,-0.013196199683888491
TEAD1,0.0
CTCF,0.0
IRF2,0.0
MEF2D,0.0
RORA,0.0
BHLHE22,0.0
SOX12,0.0
PRDM1,-0.02478288753771417
KLF13,0.0
SOX7,-0.05540418127621494
SHOX2,0.0
POU5F1,0.019807523919407412
NR6A1,0.0
ZBTB4,-6.348158341841831e-05
FOXD3,0.0
FOXF2,0.0
ETV3,-0.00032137486005536566
PRRX1,0.0
NF1,0.0
NFKB1,0.0
KLF4,0.0
ZEB1,0.0
ARID5B,0.0
NFATC2,0.0
HOXD11,0.0
NFIL3,0.0
SOX21,0.0
SREBF2,0.0
PRDM4,0.0
GMEB1,0.0
ZNF628,0.0
NFATC1,0.0
NKX2-3,0.0
TCF21,0.0
HOXB8,0.05906366680825452
MSC,0.0
RARB,0.0
IKZF1,0.0
TCF4,0.0
REL,0.0
ZNF219,0.0
HBP1,0.0
SREBF1,-4.5490978772255397e-05
FOS,0.0
PLAG1,0.0
ELF2,0.0
HNF4A,0.6101295415242483
RFX7,0.0
TFEC,0.0
TGIF2,1.1050626357365059e-05
HOXD10,0.0
STAT1,0.0
EOMES,0.0
GRHL1,-0.0005265924995452853
TEAD3,-0.0017174702317032764
ZNF143,0.0
E2F2,0.0
EHF,0.0
TBX1,0.0
SNAI2,-0.07757340987100812
HES1,0.0
GFI1,0.0
RUNX1,0.0
SMAD3,0.0
IKZF2,0.0
