,Coefficient
NFYA,0.0
POU2F1,0.04499247327932454
IRX5,0.0
PROX1,0.0
KLF7,-0.0036649761768353345
PAX8,0.0005489514471930445
ELF1,-0.009945224536109788
CUX1,0.0168992591585526
DR1,-0.00042815477241210447
GTF2I,0.0001944378622118402
HNF1A,0.0
ZNF524,0.0
FOXJ3,0.001364781166815665
HOXD8,-7.055280246186678e-05
HOXB5,0.0015645908901683369
NFIX,0.020527654217020026
RUNX2,-0.05263966205093428
ELK4,0.0
ELK3,-0.04404496425572174
NFE2L2,0.0
EGR1,-0.004941876362601407
SP1,-0.03404435842418475
HOXD9,0.003824130323620648
TEAD1,0.0
CTCF,0.08612219558581197
IRF2,-0.02094629973403068
MEF2D,0.0
PRDM1,-0.07079043908313362
KLF13,0.0
SHOX2,0.00010086294434619788
FOXD3,0.0
FOXF2,0.0
ETV3,0.0
PRRX1,0.0
NFKB1,-0.00883246019384084
SOX17,0.0
ZEB1,0.0
ARID5B,0.0
HOXD11,0.0
NFIL3,0.0
GABPA,0.0
SOX21,0.0
SREBF2,0.0
GMEB1,-0.011565350313501248
NFATC1,0.0046260537191360725
NKX2-3,0.0
TCF21,0.0
GFI1,-0.00021389865730698753
TP73,-0.0029276596063461968
MSC,-0.0005930028010946748
RARB,-0.0015667537063453426
IKZF1,-0.01022607806663428
SMAD1,0.0
SP4,0.0776208596093544
GATA3,-0.0030037544077867262
FOXK1,0.00845919091551751
REL,-0.0050034013284015015
HBP1,0.0
SREBF1,0.0004187886210121933
FOS,-0.029786524873715935
HNF4A,-0.03229274339451925
TGIF2,0.1392391765089217
HOXD10,0.0
STAT1,0.0
GLI2,0.0
TEAD3,-0.009231408986010598
DLX5,0.06338528271146901
ZNF143,-0.010760805153424025
SP3,0.0009843290509785516
EHF,-0.1144355635620539
IRF3,0.00045505045958489697
TBX1,0.07811361331101199
SNAI2,-0.00046166584188259537
MAFB,0.0
HES1,-0.022087062611251155
ZBTB7B,-0.003080470218654922
RUNX1,0.0
SMAD3,-0.06851471258495802
