,Alt_ID,in_degree,out_degree,out/in
CREB1,CREB1,1.0,10.0,10.0
NR6A1,NR6A1,1.0,7.0,7.0
SOX12,SOX12,1.0,6.0,6.0
RARB,RARB,2.0,11.0,5.5
NFIA,NFIA,3.0,16.0,5.333333333333333
ZNF143,ZNF143,2.0,10.0,5.0
ZBTB49,ZBTB49,1.0,4.0,4.0
ATF1,ATF1,2.0,8.0,4.0
HIF1A,HIF1A,1.0,4.0,4.0
KLF15,KLF15,2.0,7.0,3.5
JUN,JUN,2.0,7.0,3.5
ZFX,ZFX,3.0,9.0,3.0
AHR,AHR,2.0,6.0,3.0
KLF12,KLF12,2.0,6.0,3.0
ELK4,ELK4,2.0,6.0,3.0
BACH1,BACH1,2.0,6.0,3.0
ZNF217,ZNF217,3.0,8.0,2.6666666666666665
RARA,RARA,3.0,8.0,2.6666666666666665
HIC1,HIC1,2.0,5.0,2.5
ELK3,ELK3,2.0,5.0,2.5
POU2F1,POU2F1,3.0,7.0,2.3333333333333335
PRDM4,PRDM4,3.0,7.0,2.3333333333333335
MEF2A,MEF2A,3.0,7.0,2.3333333333333335
ARNT,ARNT,2.0,4.0,2.0
KLF11,KLF11,2.0,4.0,2.0
MAZ,MAZ,2.0,4.0,2.0
SOX5,SOX5,3.0,6.0,2.0
CREM,CREM,2.0,4.0,2.0
CLOCK,CLOCK,1.0,2.0,2.0
KLF16,KLF16,2.0,4.0,2.0
TBP,TBP,1.0,2.0,2.0
TNFRSF10A,TNFRSF10A,1.0,2.0,2.0
ZSCAN26,ZSCAN26,2.0,4.0,2.0
PAX9,PAX9,1.0,2.0,2.0
TEAD4,TEAD4,2.0,4.0,2.0
MGA,MGA,1.0,2.0,2.0
HLX,HLX,1.0,2.0,2.0
FOXP1,FOXP1,2.0,4.0,2.0
ETV2,ETV2,1.0,2.0,2.0
NR2C2,NR2C2,4.0,7.0,1.75
BBX,BBX,3.0,5.0,1.6666666666666667
YY1,YY1,3.0,5.0,1.6666666666666667
VBP1,VBP1,2.0,3.0,1.5
ZNF148,ZNF148,2.0,3.0,1.5
SP1,SP1,2.0,3.0,1.5
SP3,SP3,2.0,3.0,1.5
RELA,RELA,2.0,3.0,1.5
ZBTB7A,ZBTB7A,2.0,3.0,1.5
ELF4,ELF4,2.0,3.0,1.5
HSF2,HSF2,2.0,3.0,1.5
FOXD3,FOXD3,2.0,3.0,1.5
ATF2,ATF2,2.0,3.0,1.5
FOXC2,FOXC2,2.0,3.0,1.5
NF1,NF1,2.0,3.0,1.5
CEBPZ,CEBPZ,3.0,4.0,1.3333333333333333
RFX7,RFX7,4.0,5.0,1.25
DLX2,DLX2,8.0,9.0,1.125
ZNF8,ZNF8,3.0,3.0,1.0
ETV3,ETV3,3.0,3.0,1.0
GBX1,GBX1,1.0,1.0,1.0
NFYA,NFYA,4.0,4.0,1.0
TBX1,TBX1,2.0,2.0,1.0
PRRX2,PRRX2,1.0,1.0,1.0
SOX4,SOX4,2.0,2.0,1.0
KLF7,KLF7,2.0,2.0,1.0
NR1H4,NR1H4,1.0,1.0,1.0
DLX3,DLX3,1.0,1.0,1.0
PLAG1,PLAG1,2.0,2.0,1.0
PEG10,PEG10,4.0,4.0,1.0
IRF2,IRF2,2.0,2.0,1.0
HLTF,HLTF,4.0,4.0,1.0
ATF5,ATF5,1.0,1.0,1.0
HESX1,HESX1,3.0,3.0,1.0
SOX21,SOX21,1.0,1.0,1.0
ZBTB33,ZBTB33,1.0,1.0,1.0
ESRRG,ESRRG,6.0,5.0,0.8333333333333334
MTF1,MTF1,3.0,2.0,0.6666666666666666
CENPB,CENPB,3.0,2.0,0.6666666666666666
ELF1,ELF1,3.0,2.0,0.6666666666666666
HSF1,HSF1,3.0,2.0,0.6666666666666666
NFIL3,NFIL3,6.0,4.0,0.6666666666666666
SP4,SP4,3.0,2.0,0.6666666666666666
RFX3,RFX3,3.0,2.0,0.6666666666666666
TGIF2,TGIF2,3.0,2.0,0.6666666666666666
ZBTB6,ZBTB6,3.0,2.0,0.6666666666666666
BPTF,BPTF,3.0,2.0,0.6666666666666666
PPARG,PPARG,3.0,2.0,0.6666666666666666
ZNF282,ZNF282,3.0,2.0,0.6666666666666666
NFIX,NFIX,2.0,1.0,0.5
MECP2,MECP2,2.0,1.0,0.5
CDC5L,CDC5L,2.0,1.0,0.5
FOXO1,FOXO1,4.0,2.0,0.5
ETV1,ETV1,10.0,5.0,0.5
HENMT1,HENMT1,13.0,6.0,0.46153846153846156
BRF1,BRF1,9.0,4.0,0.4444444444444444
FOXD1,FOXD1,5.0,2.0,0.4
CNOT3,CNOT3,5.0,2.0,0.4
BHLHA15,BHLHA15,3.0,1.0,0.3333333333333333
RFX1,RFX1,15.0,5.0,0.3333333333333333
ELF2,ELF2,3.0,1.0,0.3333333333333333
NFKB2,NFKB2,3.0,1.0,0.3333333333333333
ETS1,ETS1,3.0,1.0,0.3333333333333333
LHX4,LHX4,3.0,1.0,0.3333333333333333
TCF7L2,TCF7L2,16.0,5.0,0.3125
GSC,GSC,4.0,1.0,0.25
TP53,TP53,4.0,1.0,0.25
NR2F6,NR2F6,26.0,5.0,0.19230769230769232
THRA,THRA,20.0,1.0,0.05
GBX2,GBX2,20.0,1.0,0.05
SATB1,SATB1,2.0,0.0,0.0
HIC2,HIC2,1.0,0.0,0.0
TP73,TP73,3.0,0.0,0.0
ZNF713,ZNF713,3.0,0.0,0.0
HLF,HLF,2.0,0.0,0.0
VSX1,VSX1,5.0,0.0,0.0
TFE3,TFE3,1.0,0.0,0.0
DBX1,DBX1,2.0,0.0,0.0
ZNF35,ZNF35,3.0,0.0,0.0
CREB5,CREB5,1.0,0.0,0.0
TFCP2L1,TFCP2L1,9.0,0.0,0.0
