,Alt_ID,in_degree,out_degree,out/in
ELK4,ELK4,3.0,13.0,4.333333333333333
CREB1,CREB1,3.0,12.0,4.0
HIF1A,HIF1A,1.0,4.0,4.0
PROX1,PROX1,2.0,8.0,4.0
FOXP1,FOXP1,3.0,11.0,3.6666666666666665
REST,REST,3.0,8.0,2.6666666666666665
RBPJ,RBPJ,2.0,5.0,2.5
TEAD1,TEAD1,3.0,6.0,2.0
REL,REL,3.0,5.0,1.6666666666666667
SOX4,SOX4,2.0,3.0,1.5
FOXO1,FOXO1,3.0,4.0,1.3333333333333333
CDC5L,CDC5L,4.0,4.0,1.0
ETS1,ETS1,4.0,3.0,0.75
BBX,BBX,2.0,1.0,0.5
RFX3,RFX3,3.0,1.0,0.3333333333333333
TBP,TBP,50.0,4.0,0.08
ELF2,ELF2,1.0,0.0,0.0
