,Coefficient
NR2F6,-0.2796021229986128
PAX6,0.13952506232454617
MAZ,-0.09246973386364638
NR2F1,0.08475587157333925
TEAD1,0.13134851314536716
RXRA,0.20667334760262468
FOXO4,0.1147527517792403
