,Alt_ID,in_degree,out_degree,out/in
TRAF4,TRAF4,1.0,10.0,10.0
GFI1,GFI1,1.0,4.0,4.0
ARID5A,ARID5A,3.0,9.0,3.0
LMO2,LMO2,5.0,14.0,2.8
DDIT3,DDIT3,3.0,8.0,2.6666666666666665
HOXB2,HOXB2,4.0,10.0,2.5
HMGA1,HMGA1,3.0,6.0,2.0
ZNF589,ZNF589,2.0,4.0,2.0
CPEB1,CPEB1,4.0,8.0,2.0
MYBL1,MYBL1,3.0,4.0,1.3333333333333333
NFE2,NFE2,2.0,2.0,1.0
ETV5,ETV5,3.0,3.0,1.0
BHLHE23,BHLHE23,5.0,4.0,0.8
KLF4,KLF4,8.0,6.0,0.75
ZNF350,ZNF350,2.0,1.0,0.5
TBX21,TBX21,3.0,1.0,0.3333333333333333
HIC2,HIC2,1.0,0.0,0.0
NOBOX,NOBOX,6.0,0.0,0.0
