,Alt_ID,in_degree,out_degree,out/in
SNAI2,SNAI2,3.0,20.0,6.666666666666667
PAX9,PAX9,1.0,5.0,5.0
HOXA1,HOXA1,1.0,5.0,5.0
HOXD9,HOXD9,1.0,3.0,3.0
BCL6,BCL6,6.0,14.0,2.3333333333333335
KLF12,KLF12,3.0,7.0,2.3333333333333335
ZIC2,ZIC2,2.0,4.0,2.0
LHX2,LHX2,2.0,4.0,2.0
EBF1,EBF1,5.0,9.0,1.8
BHLHE22,BHLHE22,3.0,5.0,1.6666666666666667
CEBPD,CEBPD,2.0,3.0,1.5
GATA3,GATA3,2.0,3.0,1.5
IRF2,IRF2,2.0,3.0,1.5
TEAD3,TEAD3,3.0,4.0,1.3333333333333333
IKZF1,IKZF1,4.0,4.0,1.0
ID4,ID4,2.0,1.0,0.5
HLF,HLF,3.0,1.0,0.3333333333333333
FOXG1,FOXG1,3.0,1.0,0.3333333333333333
FOXP3,FOXP3,6.0,1.0,0.16666666666666666
TBX1,TBX1,1.0,0.0,0.0
SOX7,SOX7,1.0,0.0,0.0
