,Coefficient
NFKB1,0.13526451147497237
SIRT6,-0.10968828419172053
IRF7,0.3326388100163187
MYC,0.05953820660151739
MSX1,-0.06547379841016451
PEBP1,-0.06734018441258859
MZF1,-0.06920071245694048
DR1,0.30042310111733367
CREB3L1,-0.07383823796160592
