,Coefficient
HOXA2,0.20536070310933346
EP300,0.0
PAX6,0.0
NR2E1,0.0
PBX1,0.0
NFE2,0.0
MESP1,0.0
MAF,0.0
SIX4,0.006931681191484215
TFEC,0.0
DLX2,0.0
SIRT6,0.0
NR2F1,0.11141146283061293
FOXC2,-0.001145748101323135
GMEB1,0.009124809034028125
MEOX2,8.006043332350932e-05
MEF2D,-0.000532954654991985
HMGA1,-0.005438826578593692
BCL6,0.0
CREB3,-0.033916440796301316
SOX2,-0.26579858674791057
GTF2I,0.0016353610406391792
RBPJ,0.0
SOX3,0.0
ATF3,1.571505392382763e-05
MEIS1,0.02197946197476376
RORA,0.0
RFX4,-0.06123054605761636
DRGX,0.0
BHLHE22,-0.04493101986801012
ARID5B,0.0
LHX2,-0.0275028463046182
MSC,-0.0011001375322907741
IKZF2,0.0
PEG10,0.000285916412971497
KLF16,-0.0004881428079367854
