,Alt_ID,in_degree,out_degree,out/in
TCF21,TCF21,1.0,10.0,10.0
TFEC,TFEC,1.0,9.0,9.0
EPAS1,EPAS1,1.0,7.0,7.0
HOXA5,HOXA5,1.0,6.0,6.0
ATF7,ATF7,1.0,5.0,5.0
ARID5B,ARID5B,3.0,13.0,4.333333333333333
MEF2A,MEF2A,3.0,13.0,4.333333333333333
MEF2D,MEF2D,3.0,12.0,4.0
IRF5,IRF5,2.0,8.0,4.0
ATF2,ATF2,2.0,8.0,4.0
CREM,CREM,1.0,4.0,4.0
ZBED6,ZBED6,2.0,8.0,4.0
HOXB7,HOXB7,2.0,8.0,4.0
SREBF2,SREBF2,1.0,4.0,4.0
MEIS2,MEIS2,3.0,11.0,3.6666666666666665
BRCA1,BRCA1,2.0,7.0,3.5
LMO2,LMO2,2.0,7.0,3.5
NR2F1,NR2F1,1.0,3.0,3.0
RFX3,RFX3,3.0,9.0,3.0
E2F7,E2F7,2.0,6.0,3.0
EOMES,EOMES,1.0,3.0,3.0
CTCF,CTCF,3.0,9.0,3.0
PBX1,PBX1,4.0,12.0,3.0
MEIS1,MEIS1,2.0,6.0,3.0
TEAD1,TEAD1,6.0,17.0,2.8333333333333335
ZNF143,ZNF143,4.0,11.0,2.75
MGA,MGA,3.0,8.0,2.6666666666666665
GLI1,GLI1,2.0,5.0,2.5
IKZF1,IKZF1,4.0,10.0,2.5
SF1,SF1,2.0,5.0,2.5
BBX,BBX,3.0,7.0,2.3333333333333335
BDP1,BDP1,3.0,7.0,2.3333333333333335
STAT4,STAT4,3.0,7.0,2.3333333333333335
E2F1,E2F1,3.0,7.0,2.3333333333333335
NR2C2,NR2C2,3.0,7.0,2.3333333333333335
E2F2,E2F2,3.0,7.0,2.3333333333333335
HOXB6,HOXB6,1.0,2.0,2.0
TP73,TP73,2.0,4.0,2.0
NR3C2,NR3C2,1.0,2.0,2.0
SOX12,SOX12,3.0,6.0,2.0
STAT5B,STAT5B,4.0,8.0,2.0
TNFRSF10A,TNFRSF10A,1.0,2.0,2.0
CEBPD,CEBPD,4.0,8.0,2.0
IRF8,IRF8,3.0,6.0,2.0
SIRT6,SIRT6,2.0,4.0,2.0
E2F8,E2F8,3.0,6.0,2.0
SIX2,SIX2,1.0,2.0,2.0
ZBTB4,ZBTB4,2.0,4.0,2.0
PAX6,PAX6,2.0,4.0,2.0
POLR3A,POLR3A,2.0,4.0,2.0
ARNT,ARNT,1.0,2.0,2.0
SP3,SP3,5.0,9.0,1.8
SOX4,SOX4,5.0,9.0,1.8
GTF2I,GTF2I,5.0,9.0,1.8
ZNF148,ZNF148,3.0,5.0,1.6666666666666667
NFYA,NFYA,3.0,5.0,1.6666666666666667
PAX5,PAX5,3.0,5.0,1.6666666666666667
GATA3,GATA3,3.0,5.0,1.6666666666666667
GTF2IRD1,GTF2IRD1,3.0,5.0,1.6666666666666667
EP300,EP300,3.0,5.0,1.6666666666666667
JDP2,JDP2,5.0,8.0,1.6
POU2F1,POU2F1,5.0,8.0,1.6
E2F3,E2F3,5.0,8.0,1.6
MSX2,MSX2,2.0,3.0,1.5
CREB1,CREB1,6.0,9.0,1.5
HOXA13,HOXA13,2.0,3.0,1.5
ZFX,ZFX,4.0,6.0,1.5
SOX18,SOX18,2.0,3.0,1.5
ZNF281,ZNF281,7.0,10.0,1.4285714285714286
SMAD4,SMAD4,5.0,7.0,1.4
TEAD3,TEAD3,5.0,7.0,1.4
FOXJ3,FOXJ3,5.0,7.0,1.4
SPI1,SPI1,3.0,4.0,1.3333333333333333
RFX7,RFX7,3.0,4.0,1.3333333333333333
IRF6,IRF6,6.0,8.0,1.3333333333333333
