,Alt_ID,in_degree,out_degree,out/in
HOXB13,HOXB13,3.0,4.0,1.3333333333333333
ZNF219,ZNF219,3.0,4.0,1.3333333333333333
BPTF,BPTF,3.0,4.0,1.3333333333333333
FLI1,FLI1,4.0,5.0,1.25
NKX2-5,NKX2-5,5.0,6.0,1.2
ONECUT2,ONECUT2,1.0,1.0,1.0
NFAT5,NFAT5,5.0,5.0,1.0
HSF4,HSF4,1.0,1.0,1.0
IRF7,IRF7,3.0,3.0,1.0
KLF11,KLF11,3.0,3.0,1.0
MECP2,MECP2,3.0,3.0,1.0
TRAF4,TRAF4,3.0,3.0,1.0
SOX5,SOX5,3.0,3.0,1.0
NR1H3,NR1H3,2.0,2.0,1.0
SOX15,SOX15,2.0,2.0,1.0
ZBTB16,ZBTB16,3.0,3.0,1.0
TBP,TBP,3.0,3.0,1.0
SP1,SP1,4.0,4.0,1.0
SOX17,SOX17,3.0,3.0,1.0
HOXA6,HOXA6,3.0,3.0,1.0
KLF4,KLF4,5.0,5.0,1.0
ERG,ERG,1.0,1.0,1.0
LHX2,LHX2,3.0,3.0,1.0
TCF7L2,TCF7L2,7.0,7.0,1.0
DLX6,DLX6,3.0,3.0,1.0
MAZ,MAZ,4.0,4.0,1.0
ZBTB7B,ZBTB7B,5.0,5.0,1.0
EMX2,EMX2,2.0,2.0,1.0
NFATC2,NFATC2,2.0,2.0,1.0
CREB3L1,CREB3L1,3.0,3.0,1.0
REST,REST,7.0,6.0,0.8571428571428571
ZNF423,ZNF423,6.0,5.0,0.8333333333333334
ZKSCAN3,ZKSCAN3,6.0,5.0,0.8333333333333334
STAT3,STAT3,5.0,4.0,0.8
ZNF691,ZNF691,5.0,4.0,0.8
MAFB,MAFB,4.0,3.0,0.75
SP4,SP4,4.0,3.0,0.75
ZNF384,ZNF384,4.0,3.0,0.75
ASCL2,ASCL2,4.0,3.0,0.75
ELF2,ELF2,4.0,3.0,0.75
SRF,SRF,4.0,3.0,0.75
THRA,THRA,4.0,3.0,0.75
ATF1,ATF1,4.0,3.0,0.75
ZBTB14,ZBTB14,4.0,3.0,0.75
DLX1,DLX1,11.0,8.0,0.7272727272727273
FOXM1,FOXM1,3.0,2.0,0.6666666666666666
FOXJ2,FOXJ2,3.0,2.0,0.6666666666666666
IRF1,IRF1,6.0,4.0,0.6666666666666666
NFE2,NFE2,3.0,2.0,0.6666666666666666
RFX2,RFX2,3.0,2.0,0.6666666666666666
ZBTB18,ZBTB18,8.0,5.0,0.625
HOXA10,HOXA10,7.0,4.0,0.5714285714285714
IKZF3,IKZF3,11.0,6.0,0.5454545454545454
CEBPB,CEBPB,19.0,10.0,0.5263157894736842
TBX21,TBX21,2.0,1.0,0.5
PGR,PGR,2.0,1.0,0.5
BATF3,BATF3,4.0,2.0,0.5
ZSCAN26,ZSCAN26,4.0,2.0,0.5
THRB,THRB,2.0,1.0,0.5
ZNF75A,ZNF75A,6.0,3.0,0.5
SOX30,SOX30,2.0,1.0,0.5
HSF2,HSF2,4.0,2.0,0.5
GFI1,GFI1,8.0,4.0,0.5
ESR1,ESR1,4.0,2.0,0.5
RELA,RELA,4.0,2.0,0.5
POU2F2,POU2F2,2.0,1.0,0.5
CREB5,CREB5,6.0,3.0,0.5
NFKB2,NFKB2,8.0,3.0,0.375
TBX18,TBX18,11.0,4.0,0.36363636363636365
RFX5,RFX5,3.0,1.0,0.3333333333333333
PATZ1,PATZ1,3.0,1.0,0.3333333333333333
ETV5,ETV5,12.0,4.0,0.3333333333333333
HIC1,HIC1,6.0,2.0,0.3333333333333333
TCF7,TCF7,3.0,1.0,0.3333333333333333
SH2D1A,SH2D1A,3.0,1.0,0.3333333333333333
MESP1,MESP1,3.0,1.0,0.3333333333333333
IRF3,IRF3,4.0,1.0,0.25
TEF,TEF,4.0,1.0,0.25
TNFRSF4,TNFRSF4,4.0,1.0,0.25
PARP1,PARP1,25.0,6.0,0.24
HDX,HDX,5.0,1.0,0.2
STAT5A,STAT5A,5.0,1.0,0.2
HLTF,HLTF,10.0,2.0,0.2
HLF,HLF,6.0,1.0,0.16666666666666666
NR6A1,NR6A1,6.0,1.0,0.16666666666666666
NKX3-2,NKX3-2,28.0,3.0,0.10714285714285714
LHX6,LHX6,14.0,1.0,0.07142857142857142
DLX3,DLX3,23.0,1.0,0.043478260869565216
PITX1,PITX1,32.0,1.0,0.03125
NFIX,NFIX,7.0,0.0,0.0
YY2,YY2,1.0,0.0,0.0
ZNF713,ZNF713,3.0,0.0,0.0
ZBTB6,ZBTB6,2.0,0.0,0.0
ZNF35,ZNF35,2.0,0.0,0.0
E2F6,E2F6,2.0,0.0,0.0
HMX3,HMX3,3.0,0.0,0.0
FOXP3,FOXP3,3.0,0.0,0.0
HNF4A,HNF4A,1.0,0.0,0.0
AR,AR,3.0,0.0,0.0
HOXC5,HOXC5,7.0,0.0,0.0
ZSCAN16,ZSCAN16,10.0,0.0,0.0
