,Coefficient
FOS,0.0013468290868599532
MEIS1,0.0
CUX2,0.005627802965730353
IRF6,0.0
REL,-0.0014518313307241065
HOXB5,0.0
JUN,0.0
PEBP1,0.005535504420723516
MYC,0.0027135302022294823
VDR,-0.0012808570637853642
FOXA1,0.0
BHLHE40,0.0
DR1,0.0
NFATC1,0.0
AHR,0.0
RUNX1,0.0
HESX1,0.0009508664338254046
TCF4,0.0
CEBPG,0.0
HMGA2,0.006981317303603795
HES7,0.014781673278778794
CREB5,0.0
HLX,0.0
MZF1,0.03879584147745634
CUX1,0.0004282763215945628
NFIA,0.0
ELK3,0.0006876592808306542
HOXA5,-8.096542881460367e-05
NRF1,0.0009215377176696823
BACH2,0.0
FOXF1,0.0
CNOT3,0.01987515747931912
RUNX2,0.0
PAX8,0.00457496492357573
SH2D1A,-0.0033391840380801742
TBX2,0.0007659841146009255
FOXC1,0.007459765448708305
MEOX2,0.0
IRX5,0.0
TBX5,-0.022147581077744127
PEG10,-0.023673893845994356
HES1,0.021562965001937724
MSX2,0.0
NFKB1,-0.019325745893885138
