,out_degree_aligned
LBX2,11
ESRRA,8
MAF,7
PEBP1,4
HNF1A,4
NR2F6,4
SIRT6,4
SOX12,4
ZNF524,2
MESP1,2
ZNF691,2
EMX1,1
MAZ,1
KLF15,1
CENPB,1
PHOX2A,1
SOX8,0
ETV2,0
DDIT3,0
NR0B1,0
