,Alt_ID,in_degree,out_degree,out/in
GMEB2,GMEB2,1.0,9.0,9.0
CREB1,CREB1,3.0,15.0,5.0
MEF2D,MEF2D,3.0,15.0,5.0
ETV3,ETV3,3.0,11.0,3.6666666666666665
ETV1,ETV1,2.0,7.0,3.5
ATF1,ATF1,2.0,6.0,3.0
TFE3,TFE3,1.0,3.0,3.0
ARNT,ARNT,2.0,5.0,2.5
IKZF3,IKZF3,4.0,8.0,2.0
ZFX,ZFX,3.0,6.0,2.0
SOX4,SOX4,4.0,7.0,1.75
ZNF384,ZNF384,3.0,5.0,1.6666666666666667
RFX3,RFX3,4.0,6.0,1.5
RXRA,RXRA,4.0,6.0,1.5
RUNX3,RUNX3,2.0,3.0,1.5
PURA,PURA,2.0,3.0,1.5
ELK3,ELK3,6.0,8.0,1.3333333333333333
RARG,RARG,5.0,5.0,1.0
CEBPB,CEBPB,9.0,8.0,0.8888888888888888
STAT5B,STAT5B,6.0,4.0,0.6666666666666666
FOXP3,FOXP3,3.0,2.0,0.6666666666666666
SMAD1,SMAD1,8.0,5.0,0.625
ZNF350,ZNF350,5.0,3.0,0.6
ATF7,ATF7,5.0,3.0,0.6
PRDM4,PRDM4,3.0,1.0,0.3333333333333333
BCL6B,BCL6B,7.0,1.0,0.14285714285714285
