,Coefficient
FOXK1,0.0
RORA,0.0001308815861028468
ETV4,0.04347587843549164
LBX2,0.0965330697779069
CUX1,0.0
TGIF2,0.0
IKZF3,-0.02104082549725748
HOXC9,0.17694870335089455
BCL6,0.0
MYC,0.0
ETV3,0.0005133385761489996
RUNX1,0.0
PPARG,0.008416005621459435
NR2F1,0.0
TCF4,0.0
REST,0.0
CDC5L,0.0006986899961074243
ESRRG,0.0
SOX21,0.06486262644706155
ETV1,0.0
GATA4,0.16752442111943913
SNAI2,0.039824622120607535
HOXC8,0.006115272029363563
NFE2L2,0.0
FOXJ3,0.0
OSR2,0.0
BACH2,0.010892155706666136
E2F8,0.0
DEAF1,0.0
NR2F2,0.0
GLI2,0.0073718782602822915
SP1,0.0
SREBF2,0.0027021147171888667
SIX1,0.020103778855956017
