,out_degree_aligned
ERF,11
DBP,8
NR2F6,7
JDP2,6
CEBPD,5
HIC1,5
ATF5,5
SOX12,5
BRF1,4
MAZ,4
KLF16,4
TFE3,4
RFX1,4
CEBPB,4
SIRT6,3
CNOT3,3
FOXD3,3
ZNF524,3
PITX1,2
THRA,2
DLX5,2
ZNF219,2
NR1H2,2
PATZ1,2
SOX18,1
SREBF2,1
MYC,1
HSF1,1
HIC2,0
TBX1,0
SPDEF,0
TRIM28,0
