,out_degree_aligned
IRX2,7
PEBP1,4
PAX6,4
INSM1,3
SCRT2,2
FEV,2
NKX2-2,2
SCRT1,1
CENPB,1
GC,1
NKX6-1,1
ARX,0
NRL,0
NR0B1,0
