,Coefficient
FOXD3,0.23240185350504844
NFE2L2,0.015570311164857837
ZNF652,0.01267139377027768
MYC,0.021378441994121374
FOXJ3,-0.056956263177268915
RUNX1,0.06532613494248951
LHX2,0.08942330573104432
CEBPG,0.12620876969225112
