,Coefficient
ELF4,0.1901366987841288
SF1,0.16453150782553116
NFAT5,0.028577183030022324
CREB1,0.11118331858061822
BACH1,0.14248826200775253
ETV3,0.10954867990617549
ELK3,0.04639043845863835
IRF1,0.09167406292816391
