,Coefficient
CREB3,-0.02801262598581428
DLX2,0.007029948404649018
PEBP1,0.0010053760694886177
SP100,0.07985761561923059
PARP1,-0.00034907603333789346
MEF2A,0.03662979552057554
EHF,0.12921011008712416
IKZF2,0.004969721904708181
NFATC2,0.0
NR2C2,0.06280547691396414
AHR,0.06055820784656076
NFATC4,-0.011950356161334592
RBPJ,0.008736637287892686
FOXF2,0.00535208437363997
ATF1,0.11367888802376386
TCF21,0.06584968740813951
EMX2,0.0
THRB,0.011979700797842966
MECOM,0.026165145059873628
PAX6,0.020323074472302322
LEF1,0.03878694340926215
YY1,0.00790876186114955
MEIS3,0.0003239192905409765
ZNF143,0.0
PLAGL1,0.010678440840928989
ZNF217,0.2586395334860417
ATF3,0.0
PGR,0.00538019281967969
HOXB2,0.036582822218641106
MGA,0.0
SIX4,0.0
GLI3,0.003993504116867111
MAX,0.0
STAT5A,0.0013438589389052702
NR4A2,-0.0005315335151074473
FOXL1,0.005585413870228148
FOS,0.03553773881298477
RUNX3,0.0
RUNX2,0.013449812196862929
ZNF740,-6.747367346500266e-05
FOXO3,0.008771953789421085
PAX3,0.051086790273740405
MEF2D,0.0
HIVEP2,0.012648556752346775
BHLHE40,0.0019045277523213444
HIF1A,0.02714949409698833
RUNX1,0.0
GLI1,-0.0055546322437246285
HOXD12,0.004846364379551274
